#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
GALR2	HTR1D	1851174	1849640	ENSP00000329684	ENSP00000313661	0.000	0.000	0.000	0.627	0.000	0.000	0.900	0.000	0.900
NOS3	IL1B	1847875	1845335	ENSP00000297494	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.452	0.452
COMT	HTR1A	1854135	1849859	ENSP00000354511	ENSP00000316244	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.519	0.519
GABRQ	GAD2	1855216	1844680	ENSP00000359329	ENSP00000259271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.507	0.507
NOS3	MAPK3	1847875	1845265	ENSP00000297494	ENSP00000263025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.788	0.789
SLC6A4	STX1A	1844969	1842945	ENSP00000261707	ENSP00000222812	0.000	0.000	0.000	0.000	0.000	0.623	0.000	0.149	0.666
NTF3	CHAT	1860000	1851961	ENSP00000397297	ENSP00000337103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.645	0.645
PYY	GALR3	1853954	1843944	ENSP00000353198	ENSP00000249041	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR2A	HTR3A	1856916	1853212	ENSP00000367959	ENSP00000347754	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.898	0.898
OPRK1	OPRD1	1845773	1843415	ENSP00000265572	ENSP00000234961	0.000	0.000	0.000	0.953	0.000	0.576	0.900	0.795	0.957
DRD3	GALR2	1857726	1851174	ENSP00000373169	ENSP00000329684	0.000	0.000	0.000	0.631	0.000	0.000	0.900	0.000	0.900
PRL	GNRH1	1848376	1846491	ENSP00000302150	ENSP00000276414	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.757	0.757
MAPK3	NGFR	1845265	1842317	ENSP00000263025	ENSP00000172229	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.197	0.644
LYN	PLCG1	1861765	1843693	ENSP00000428924	ENSP00000244007	0.000	0.000	0.000	0.000	0.000	0.567	0.900	0.391	0.971
GRIK2	GRM7	1859983	1853578	ENSP00000397026	ENSP00000350348	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.576	0.576
BRCA2	TSPO	1857163	1851096	ENSP00000369497	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.420
CALCA	POMC	1851388	1845600	ENSP00000331746	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.261	0.922
GABRB2	GABRA1	1846395	1842192	ENSP00000274547	ENSP00000023897	0.000	0.000	0.000	0.848	0.066	0.109	0.900	0.840	0.920
IL10	VEGFA	1860958	1855611	ENSP00000412237	ENSP00000361125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.909	0.909
PRLR	LEP	1857467	1849557	ENSP00000371432	ENSP00000312652	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.506	0.896
CREB1	VIP	1859295	1854549	ENSP00000387699	ENSP00000356213	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.897	0.897
TLR4	IL4	1856025	1843288	ENSP00000363089	ENSP00000231449	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.923	0.925
PYY	ADCY8	1853954	1847008	ENSP00000353198	ENSP00000286355	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PGR	EGFR	1850711	1846445	ENSP00000325120	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.870	0.884
SST	CRH	1847077	1846502	ENSP00000287641	ENSP00000276571	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.810	0.817
BDNF	GRIA4	1861075	1846800	ENSP00000414303	ENSP00000282499	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.470	0.470
GRM3	GALR2	1854350	1851174	ENSP00000355316	ENSP00000329684	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.063	0.902
GABBR1	TOMM40	1856594	1844128	ENSP00000366233	ENSP00000252487	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.426	0.426
PRL	SSTR1	1848376	1845937	ENSP00000302150	ENSP00000267377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.418	0.418
TACR2	PMCH	1855880	1851448	ENSP00000362403	ENSP00000332225	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.063	0.902
NKX2-1	PENK	1853100	1850625	ENSP00000346879	ENSP00000324248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.836	0.836
SDC2	IL6	1848909	1844631	ENSP00000307046	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.817	0.817
LEP	IL1B	1849557	1845335	ENSP00000312652	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.902	0.902
CALCA	GHRH	1851388	1843462	ENSP00000331746	ENSP00000237527	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.138	0.910
COMT	POMC	1854135	1845600	ENSP00000354511	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
MAOB	GLO1	1856806	1855892	ENSP00000367309	ENSP00000362463	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.053	0.802
TH	SLC17A6	1857346	1845295	ENSP00000370571	ENSP00000263160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.633	0.633
LEP	IL2	1849557	1843096	ENSP00000312652	ENSP00000226730	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.414	0.414
AGT	GALR2	1854424	1851174	ENSP00000355627	ENSP00000329684	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LYN	DLG1	1861765	1852968	ENSP00000428924	ENSP00000345731	0.462	0.000	0.000	0.000	0.000	0.077	0.000	0.210	0.573
DRD2	BDKRB1	1854237	1842613	ENSP00000354859	ENSP00000216629	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.126	0.908
SSTR3	GALR3	1851219	1843944	ENSP00000330138	ENSP00000249041	0.000	0.000	0.000	0.715	0.000	0.000	0.900	0.145	0.903
HTR1A	SSTR4	1849859	1844347	ENSP00000316244	ENSP00000255008	0.000	0.000	0.000	0.639	0.000	0.000	0.900	0.100	0.902
SSTR4	NPY	1844347	1843611	ENSP00000255008	ENSP00000242152	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.252	0.922
PLD1	SNAP23	1852623	1843971	ENSP00000342793	ENSP00000249647	0.000	0.000	0.000	0.000	0.000	0.276	0.000	0.387	0.537
HTR7	SLC18A1	1852055	1846488	ENSP00000337949	ENSP00000276373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.452	0.452
TH	GAD2	1857346	1844680	ENSP00000370571	ENSP00000259271	0.000	0.000	0.000	0.000	0.000	0.097	0.000	0.608	0.631
HTR1B	GRM3	1855143	1854350	ENSP00000358963	ENSP00000355316	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.169	0.913
LEP	NTS	1849557	1844400	ENSP00000312652	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.908	0.908
CNR1	ADCY8	1855040	1847008	ENSP00000358511	ENSP00000286355	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.172	0.913
NPSR1	NTS	1853905	1844400	ENSP00000352839	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.113	0.907
MEIS2	TEAD1	1862844	1854161	ENSP00000453793	ENSP00000354588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.748	0.749
ADRA1D	HTR3E	1857034	1851855	ENSP00000368766	ENSP00000335511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
GABRG3	GABRA1	1851410	1842192	ENSP00000331912	ENSP00000023897	0.000	0.000	0.000	0.912	0.000	0.000	0.900	0.604	0.905
SYNJ1	PLCD4	1860805	1859361	ENSP00000409667	ENSP00000388631	0.000	0.000	0.000	0.000	0.000	0.099	0.900	0.153	0.917
CCR2	OPRK1	1847341	1845773	ENSP00000292301	ENSP00000265572	0.000	0.000	0.000	0.765	0.000	0.000	0.900	0.045	0.900
NTSR1	HTR2B	1855276	1844597	ENSP00000359532	ENSP00000258400	0.000	0.000	0.000	0.640	0.000	0.000	0.900	0.000	0.900
HTR1E	GALR1	1848996	1848096	ENSP00000307766	ENSP00000299727	0.000	0.000	0.000	0.642	0.000	0.000	0.900	0.000	0.900
PLCG2	DGKH	1853836	1852019	ENSP00000352336	ENSP00000337572	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR7	CHAT	1852055	1851961	ENSP00000337949	ENSP00000337103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.633	0.633
GRIK3	DLG1	1855828	1852968	ENSP00000362183	ENSP00000345731	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.416	0.416
BCL2	NTRK2	1851168	1846523	ENSP00000329623	ENSP00000277120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.728	0.729
CREB1	CRH	1859295	1846502	ENSP00000387699	ENSP00000276571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.912	0.912
GRM3	DTNBP1	1854350	1852490	ENSP00000355316	ENSP00000341680	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
HTT	SNCA	1853139	1852098	ENSP00000347184	ENSP00000338345	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.565	0.807
GRIK4	DLG4	1860452	1847440	ENSP00000404063	ENSP00000293813	0.000	0.000	0.000	0.000	0.000	0.000	0.540	0.303	0.665
PIK3CG	PGR	1853801	1850711	ENSP00000352121	ENSP00000325120	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.152	0.823
GCG	GRPR	1859292	1857195	ENSP00000387662	ENSP00000369643	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.346	0.931
TNF	PDE4D	1860103	1852945	ENSP00000398698	ENSP00000345502	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.661
GRIK1	PICK1	1858771	1853444	ENSP00000382791	ENSP00000349465	0.000	0.000	0.000	0.000	0.000	0.795	0.000	0.637	0.922
HTR2A	PLCB4	1856916	1851676	ENSP00000367959	ENSP00000334105	0.000	0.000	0.000	0.000	0.000	0.080	0.900	0.068	0.906
NRG1	DTNBP1	1853417	1852490	ENSP00000349275	ENSP00000341680	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.725	0.725
CHRNA7	CHRNB2	1860670	1854806	ENSP00000407546	ENSP00000357461	0.000	0.000	0.000	0.868	0.000	0.000	0.900	0.848	0.911
AR	IL6	1856164	1844631	ENSP00000363822	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.923	0.923
LYN	TNF	1861765	1860103	ENSP00000428924	ENSP00000398698	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.457	0.457
GRM4	SSTR1	1856056	1845937	ENSP00000363296	ENSP00000267377	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.128	0.909
TSPO	SMOX	1851096	1848937	ENSP00000328973	ENSP00000307252	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
AGT	HTR2C	1854424	1846478	ENSP00000355627	ENSP00000276198	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
CALCA	PRL	1851388	1848376	ENSP00000331746	ENSP00000302150	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.047	0.900
VIP	KNG1	1854549	1845668	ENSP00000356213	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.660
AGT	HTR2B	1854424	1844597	ENSP00000355627	ENSP00000258400	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.138	0.910
TSPO	ESR1	1851096	1842435	ENSP00000328973	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.757	0.757
OXER1	PYY	1856912	1853954	ENSP00000367930	ENSP00000353198	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADRB2	HTR2C	1848724	1846478	ENSP00000305372	ENSP00000276198	0.000	0.000	0.000	0.726	0.000	0.000	0.900	0.252	0.906
DLG3	SYN1	1856101	1847658	ENSP00000363480	ENSP00000295987	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.465	0.465
FGF2	MAPK3	1845559	1845265	ENSP00000264498	ENSP00000263025	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.554	0.953
GRIA1	NTRK2	1846982	1846523	ENSP00000285900	ENSP00000277120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.589	0.589
AKR1C3	AR	1857244	1856164	ENSP00000369927	ENSP00000363822	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.889	0.889
DRD2	APP	1854237	1846936	ENSP00000354859	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.084	0.904
CHRNA1	CHRM3	1844839	1844372	ENSP00000261007	ENSP00000255380	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.425	0.425
CCK	PMCH	1851885	1851448	ENSP00000335657	ENSP00000332225	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.159	0.912
TACR2	TRH	1855880	1848532	ENSP00000362403	ENSP00000303452	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.071	0.903
GRPR	HTR2A	1857195	1856916	ENSP00000369643	ENSP00000367959	0.000	0.000	0.000	0.635	0.000	0.000	0.900	0.125	0.903
GLRA1	GLRA2	1860926	1842690	ENSP00000411593	ENSP00000218075	0.000	0.000	0.000	0.981	0.000	0.000	0.900	0.823	0.901
GRM5	SLC17A6	1848814	1845295	ENSP00000306138	ENSP00000263160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
CRHR2	GHRH	1852388	1843462	ENSP00000340943	ENSP00000237527	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.303	0.927
EREG	TSC2	1843742	1842755	ENSP00000244869	ENSP00000219476	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.822	0.822
BCL2	CDH2	1851168	1846066	ENSP00000329623	ENSP00000269141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.889	0.889
BDNF	CNR1	1861075	1855040	ENSP00000414303	ENSP00000358511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.909	0.909
GRM4	NPY1R	1856056	1854180	ENSP00000363296	ENSP00000354652	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.083	0.904
GRM2	GRM8	1858262	1852779	ENSP00000378492	ENSP00000344173	0.000	0.000	0.000	0.927	0.000	0.000	0.900	0.900	0.906
TRHR	BDKRB2	1849230	1848988	ENSP00000309818	ENSP00000307713	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.118	0.908
PRL	IL2	1848376	1843096	ENSP00000302150	ENSP00000226730	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.887	0.887
AGT	SST	1854424	1847077	ENSP00000355627	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.392	0.936
CHRM1	GNRH2	1848849	1843789	ENSP00000306490	ENSP00000245983	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CREB1	PDE11A	1859295	1846991	ENSP00000387699	ENSP00000286063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.500
GRM2	PENK	1858262	1850625	ENSP00000378492	ENSP00000324248	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.309	0.927
DRD1	GABBR2	1850948	1844694	ENSP00000327652	ENSP00000259455	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.403	0.403
SERPINA6	OXT	1852633	1842661	ENSP00000342850	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.418
OPRM1	NPY2R	1859815	1851488	ENSP00000394624	ENSP00000332591	0.000	0.000	0.000	0.658	0.000	0.000	0.900	0.125	0.902
PENK	GRM5	1850625	1848814	ENSP00000324248	ENSP00000306138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
OXER1	OPRD1	1856912	1843415	ENSP00000367930	ENSP00000234961	0.000	0.000	0.000	0.685	0.000	0.000	0.900	0.000	0.900
HTR4	DRD5	1854053	1848813	ENSP00000353915	ENSP00000306129	0.000	0.000	0.000	0.813	0.000	0.000	0.900	0.145	0.902
GALR1	KNG1	1848096	1845668	ENSP00000299727	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.167	0.913
NPS	CORT	1858560	1856601	ENSP00000381105	ENSP00000366248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.514	0.514
LEP	SST	1849557	1847077	ENSP00000312652	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.941	0.941
CHAT	PNMT	1851961	1846103	ENSP00000337103	ENSP00000269582	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.536	0.536
GRPR	GHSR	1857195	1843590	ENSP00000369643	ENSP00000241256	0.000	0.000	0.000	0.692	0.000	0.000	0.900	0.192	0.904
NPS	NTS	1858560	1844400	ENSP00000381105	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.873	0.986
GALR2	GALR1	1851174	1848096	ENSP00000329684	ENSP00000299727	0.000	0.000	0.000	0.898	0.000	0.000	0.900	0.941	0.909
COMT	ZNF804A	1854135	1848514	ENSP00000354511	ENSP00000303252	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.558	0.558
AVP	NTS	1857196	1844400	ENSP00000369647	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.580	0.956
TRHR	CHRM3	1849230	1844372	ENSP00000309818	ENSP00000255380	0.000	0.000	0.000	0.628	0.000	0.000	0.900	0.083	0.901
HTR1D	OPRD1	1849640	1843415	ENSP00000313661	ENSP00000234961	0.000	0.000	0.000	0.647	0.000	0.000	0.900	0.387	0.912
ACTN2	DLG1	1854402	1852968	ENSP00000355537	ENSP00000345731	0.000	0.000	0.000	0.000	0.000	0.564	0.000	0.198	0.635
GABRQ	GABRA1	1855216	1842192	ENSP00000359329	ENSP00000023897	0.000	0.000	0.000	0.822	0.000	0.000	0.540	0.658	0.592
DRD2	PENK	1854237	1850625	ENSP00000354859	ENSP00000324248	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.501	0.947
VIP	GRP	1854549	1844471	ENSP00000356213	ENSP00000256857	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.963	0.963
CNTN5	EGFR	1846634	1846445	ENSP00000279463	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.368	0.439
AR	GRP	1856164	1844471	ENSP00000363822	ENSP00000256857	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.459
NRG1	FGF2	1853417	1845559	ENSP00000349275	ENSP00000264498	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.418
OLIG1	NKX2-1	1857508	1853100	ENSP00000371785	ENSP00000346879	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.420
NTRK2	EGFR	1846523	1846445	ENSP00000277120	ENSP00000275493	0.000	0.000	0.000	0.641	0.000	0.425	0.000	0.534	0.531
NSF	GRIP1	1858589	1858557	ENSP00000381293	ENSP00000381098	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.465	0.944
HTR1E	OPRD1	1848996	1843415	ENSP00000307766	ENSP00000234961	0.000	0.000	0.000	0.628	0.000	0.000	0.900	0.160	0.904
AVPR1A	GNRHR	1848027	1843089	ENSP00000299178	ENSP00000226413	0.000	0.000	0.000	0.776	0.000	0.000	0.900	0.262	0.905
FMR1	GRM1	1855265	1846816	ENSP00000359506	ENSP00000282753	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.805	0.805
STX2	SNAP23	1858001	1843971	ENSP00000376178	ENSP00000249647	0.000	0.000	0.000	0.000	0.000	0.976	0.800	0.972	0.999
SSTR3	ADCY8	1851219	1847008	ENSP00000330138	ENSP00000286355	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
NPS	ACHE	1858560	1848506	ENSP00000381105	ENSP00000303211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.649	0.649
NPY2R	BDKRB1	1851488	1842613	ENSP00000332591	ENSP00000216629	0.000	0.000	0.000	0.649	0.000	0.000	0.900	0.000	0.900
NTF4	NTS	1848289	1844400	ENSP00000301411	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.471	0.471
PGR	POMC	1850711	1845600	ENSP00000325120	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.499
ESR2	LEP	1852756	1849557	ENSP00000343925	ENSP00000312652	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
OLIG2	PLP1	1851303	1848707	ENSP00000331040	ENSP00000305152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.581	0.581
MTOR	SYNJ2	1854147	1853216	ENSP00000354558	ENSP00000347792	0.000	0.000	0.000	0.000	0.074	0.298	0.000	0.210	0.442
OXER1	NPY5R	1856912	1852206	ENSP00000367930	ENSP00000339377	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DBH	SLC6A2	1858060	1842772	ENSP00000376776	ENSP00000219833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.580	0.580
EGFR	CDH2	1846445	1846066	ENSP00000275493	ENSP00000269141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.569	0.569
RGS1	SSTR4	1854596	1844347	ENSP00000356429	ENSP00000255008	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GABRQ	GABRG1	1855216	1847575	ENSP00000359329	ENSP00000295452	0.000	0.000	0.000	0.814	0.000	0.000	0.540	0.740	0.602
AGT	GALR3	1854424	1843944	ENSP00000355627	ENSP00000249041	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NTSR2	CHRM3	1848558	1844372	ENSP00000303686	ENSP00000255380	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.212	0.917
GRIN2B	SLC1A1	1846639	1845121	ENSP00000279593	ENSP00000262352	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.565	0.565
CHRM2	NPY	1850196	1843611	ENSP00000319984	ENSP00000242152	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.270	0.923
ADRB1	CRH	1854995	1846502	ENSP00000358301	ENSP00000276571	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.071	0.903
HTR1B	PYY	1855143	1853954	ENSP00000358963	ENSP00000353198	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ACE	IL6	1847260	1844631	ENSP00000290866	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.625	0.625
APP	IL1B	1846936	1845335	ENSP00000284981	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.401	0.408
HTR7	SCT	1852055	1842328	ENSP00000337949	ENSP00000176195	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RGS1	GALR2	1854596	1851174	ENSP00000356429	ENSP00000329684	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
APP	EGF	1846936	1845705	ENSP00000284981	ENSP00000265171	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GABRR3	GABRA5	1864603	1851869	ENSP00000471569	ENSP00000335592	0.000	0.000	0.000	0.807	0.000	0.000	0.540	0.558	0.587
HDAC9	MSH2	1860731	1843341	ENSP00000408617	ENSP00000233146	0.107	0.000	0.000	0.000	0.112	0.649	0.000	0.203	0.748
ADRA1A	GRM5	1857247	1848814	ENSP00000369960	ENSP00000306138	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.905
CHAT	CRH	1851961	1846502	ENSP00000337103	ENSP00000276571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
