#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
HTR1F	SSTR1	1850496	1845937	ENSP00000322924	ENSP00000267377	0.000	0.000	0.000	0.681	0.000	0.000	0.900	0.096	0.901
VIP	PRL	1854549	1848376	ENSP00000356213	ENSP00000302150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.720	0.720
SST	GALR3	1847077	1843944	ENSP00000287641	ENSP00000249041	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.167	0.913
OXTR	TAC3	1850627	1848140	ENSP00000324270	ENSP00000300108	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.047	0.900
GABRR1	GAD1	1860984	1853649	ENSP00000412673	ENSP00000350928	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.450
LEP	NTS	1849557	1844400	ENSP00000312652	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.908	0.908
SLC6A1	SLC1A6	1847087	1842859	ENSP00000287766	ENSP00000221742	0.000	0.000	0.000	0.000	0.063	0.000	0.000	0.567	0.577
AGT	PYY	1854424	1853954	ENSP00000355627	ENSP00000353198	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CNR1	GHSR	1855040	1843590	ENSP00000358511	ENSP00000241256	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.405	0.405
OPRM1	GRM3	1859815	1854350	ENSP00000394624	ENSP00000355316	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.071	0.903
NR3C2	AGTR1	1852455	1846323	ENSP00000341390	ENSP00000273430	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.448	0.448
AR	EGFR	1856164	1846445	ENSP00000363822	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.926	0.000	0.938	0.995
TSPO	TSC2	1851096	1842755	ENSP00000328973	ENSP00000219476	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.502	0.502
ADRA1D	BDKRB2	1857034	1848988	ENSP00000368766	ENSP00000307713	0.000	0.000	0.000	0.630	0.000	0.000	0.900	0.000	0.900
PLCD4	PLCG1	1859361	1843693	ENSP00000388631	ENSP00000244007	0.000	0.000	0.000	0.701	0.000	0.000	0.900	0.586	0.917
HTR1D	SST	1849640	1847077	ENSP00000313661	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.325	0.929
NTRK3	NTF4	1854089	1848289	ENSP00000354207	ENSP00000301411	0.000	0.000	0.000	0.000	0.000	0.963	0.000	0.823	0.993
RGS7	GALR3	1854398	1843944	ENSP00000355523	ENSP00000249041	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GRM2	KNG1	1858262	1845668	ENSP00000378492	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.200	0.916
NR3C2	TSPO	1852455	1851096	ENSP00000341390	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.499
GABRQ	GAD2	1855216	1844680	ENSP00000359329	ENSP00000259271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.507	0.507
GABRR1	GABRA5	1860984	1851869	ENSP00000412673	ENSP00000335592	0.000	0.000	0.000	0.811	0.000	0.000	0.540	0.727	0.602
CHRM2	GABRA6	1850196	1846394	ENSP00000319984	ENSP00000274545	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.440	0.440
POMC	OXT	1845600	1842661	ENSP00000264708	ENSP00000217386	0.000	0.000	0.000	0.000	0.080	0.000	0.000	0.871	0.876
PYY	NPY	1853954	1843611	ENSP00000353198	ENSP00000242152	0.000	0.000	0.000	0.941	0.000	0.000	0.900	0.871	0.905
GALR2	SSTR1	1851174	1845937	ENSP00000329684	ENSP00000267377	0.000	0.000	0.000	0.765	0.000	0.000	0.900	0.167	0.903
LYN	EGF	1861765	1845705	ENSP00000428924	ENSP00000265171	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.094	0.905
TACR2	GRM5	1855880	1848814	ENSP00000362403	ENSP00000306138	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.084	0.904
NPS	HTR1B	1858560	1855143	ENSP00000381105	ENSP00000358963	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.507	0.507
SSTR2	HTR1F	1853555	1850496	ENSP00000350198	ENSP00000322924	0.000	0.000	0.000	0.644	0.000	0.000	0.900	0.069	0.901
VIP	UCN	1854549	1847676	ENSP00000356213	ENSP00000296099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.477	0.477
CHAT	SST	1851961	1847077	ENSP00000337103	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.724	0.724
OPRM1	CHRM2	1859815	1850196	ENSP00000394624	ENSP00000319984	0.000	0.000	0.000	0.629	0.000	0.000	0.900	0.299	0.910
GRPR	TACR2	1857195	1855880	ENSP00000369643	ENSP00000362403	0.000	0.000	0.000	0.660	0.000	0.000	0.900	0.172	0.904
ADRA1B	GHSR	1848870	1843590	ENSP00000306662	ENSP00000241256	0.000	0.000	0.000	0.676	0.000	0.000	0.900	0.000	0.900
AVPR1A	RGS2	1848027	1843426	ENSP00000299178	ENSP00000235382	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CNTNAP1	CNTN3	1845578	1845387	ENSP00000264638	ENSP00000263665	0.000	0.000	0.000	0.000	0.144	0.000	0.000	0.692	0.726
ADCYAP1	NPSR1	1860929	1853905	ENSP00000411658	ENSP00000352839	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CNR1	HTR1F	1855040	1850496	ENSP00000358511	ENSP00000322924	0.000	0.000	0.000	0.633	0.000	0.000	0.900	0.365	0.912
RGS7	NPY2R	1854398	1851488	ENSP00000355523	ENSP00000332591	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NPSR1	GHRH	1853905	1843462	ENSP00000352839	ENSP00000237527	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RGS7	GRM6	1854398	1843281	ENSP00000355523	ENSP00000231188	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.485	0.946
VIPR2	PER2	1845082	1844310	ENSP00000262178	ENSP00000254657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.509
GLRA1	GABRP	1860926	1845718	ENSP00000411593	ENSP00000265294	0.000	0.000	0.000	0.864	0.000	0.000	0.540	0.240	0.553
CCKAR	OXT	1847590	1842661	ENSP00000295589	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.474	0.945
NPS	HCRTR1	1858560	1855973	ENSP00000381105	ENSP00000362810	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.725	0.971
MASP2	MBL2	1858867	1856023	ENSP00000383690	ENSP00000363079	0.000	0.000	0.000	0.000	0.000	0.566	0.900	0.727	0.987
CREB1	DRD2	1859295	1854237	ENSP00000387699	ENSP00000354859	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.411	0.411
VIP	TSPO	1854549	1851096	ENSP00000356213	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.581	0.581
GRIK2	GRM7	1859983	1853578	ENSP00000397026	ENSP00000350348	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.576	0.576
TSPO	SLC6A11	1851096	1844298	ENSP00000328973	ENSP00000254488	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
LEP	GHRH	1849557	1843462	ENSP00000312652	ENSP00000237527	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.926	0.926
GHRL	POMC	1851804	1845600	ENSP00000335074	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.943	0.943
DRD3	BDKRB1	1857726	1842613	ENSP00000373169	ENSP00000216629	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.092	0.905
SDC2	KNG1	1848909	1845668	ENSP00000307046	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.053	0.901
GRPR	CCK	1857195	1851885	ENSP00000369643	ENSP00000335657	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.540	0.952
HTR3B	HTR2B	1844762	1844597	ENSP00000260191	ENSP00000258400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.530	0.530
TSPO	POMC	1851096	1845600	ENSP00000328973	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.660
CNR1	FAAH	1855040	1843656	ENSP00000358511	ENSP00000243167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.910	0.910
TMEM132D	TSPO	1860728	1851096	ENSP00000408581	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.510	0.510
TSC2	ESR1	1842755	1842435	ENSP00000219476	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.807	0.000	0.391	0.877
SLC1A2	EGFR	1846562	1846445	ENSP00000278379	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.661	0.662
DLG1	GRM5	1852968	1848814	ENSP00000345731	ENSP00000306138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.758	0.758
CALCB	HTR7	1853002	1852055	ENSP00000346017	ENSP00000337949	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CHRM5	CHRNB3	1857636	1847198	ENSP00000372750	ENSP00000289957	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.565	0.565
HTR1A	SLC6A2	1849859	1842772	ENSP00000316244	ENSP00000219833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.647	0.647
GRIK4	GRM5	1860452	1848814	ENSP00000404063	ENSP00000306138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.452	0.452
NPS	ADORA2B	1858560	1848647	ENSP00000381105	ENSP00000304501	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.097	0.905
IL10	NOS2	1860958	1850906	ENSP00000412237	ENSP00000327251	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
AGT	GRM3	1854424	1854350	ENSP00000355627	ENSP00000355316	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADH1B	LDHB	1848863	1843197	ENSP00000306606	ENSP00000229319	0.000	0.000	0.000	0.000	0.069	0.000	0.000	0.619	0.630
GABRR2	ANO2	1859084	1849678	ENSP00000386029	ENSP00000314048	0.000	0.000	0.000	0.000	0.000	0.000	0.540	0.000	0.540
PLD2	SNAP23	1845281	1843971	ENSP00000263088	ENSP00000249647	0.000	0.000	0.000	0.000	0.000	0.276	0.000	0.405	0.551
DRD2	GALR3	1854237	1843944	ENSP00000354859	ENSP00000249041	0.000	0.000	0.000	0.630	0.000	0.000	0.900	0.099	0.902
GABRG3	GABRB3	1851410	1848038	ENSP00000331912	ENSP00000299267	0.000	0.000	0.000	0.859	0.000	0.000	0.900	0.801	0.911
NTSR2	HTR2B	1848558	1844597	ENSP00000303686	ENSP00000258400	0.000	0.000	0.000	0.635	0.000	0.000	0.900	0.000	0.900
GLRA1	GABRD	1860926	1856897	ENSP00000411593	ENSP00000367848	0.000	0.000	0.000	0.860	0.000	0.000	0.540	0.299	0.557
GRM4	GRIN2A	1856056	1851485	ENSP00000363296	ENSP00000332549	0.000	0.000	0.000	0.000	0.000	0.095	0.000	0.693	0.710
CHRNG	CHRM3	1857827	1844372	ENSP00000374145	ENSP00000255380	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.496	0.496
DRD3	NPY2R	1857726	1851488	ENSP00000373169	ENSP00000332591	0.000	0.000	0.000	0.647	0.000	0.000	0.900	0.167	0.904
GABBR1	GABRB3	1856594	1848038	ENSP00000366233	ENSP00000299267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.632	0.632
CHRNA5	CHRNE	1848079	1847438	ENSP00000299565	ENSP00000293780	0.000	0.000	0.000	0.844	0.000	0.000	0.720	0.180	0.726
PYY	SST	1853954	1847077	ENSP00000353198	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.634	0.961
VIP	AANAT	1854549	1844016	ENSP00000356213	ENSP00000250615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.865	0.865
BDNF	HTR6	1861075	1847186	ENSP00000414303	ENSP00000289753	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
AVP	NPY	1857196	1843611	ENSP00000369647	ENSP00000242152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.704	0.704
CCKBR	AVPR1A	1851860	1848027	ENSP00000335544	ENSP00000299178	0.000	0.000	0.000	0.658	0.000	0.000	0.900	0.151	0.903
NRCAM	CHRNB2	1856968	1854806	ENSP00000368314	ENSP00000357461	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.467	0.468
PYY	HTR5A	1853954	1847093	ENSP00000353198	ENSP00000287907	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NOS3	NR3C1	1847875	1843294	ENSP00000297494	ENSP00000231509	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.649	0.650
NPS	VIPR2	1858560	1845082	ENSP00000381105	ENSP00000262178	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.722	0.971
NPS	CCKBR	1858560	1851860	ENSP00000381105	ENSP00000335544	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.583	0.956
DRD5	SLC6A3	1848813	1846148	ENSP00000306129	ENSP00000270349	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.809	0.809
GRM4	PDYN	1856056	1842657	ENSP00000363296	ENSP00000217305	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.206	0.917
HTR1D	SLC6A4	1849640	1844969	ENSP00000313661	ENSP00000261707	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.590	0.590
AGT	SSTR4	1854424	1844347	ENSP00000355627	ENSP00000255008	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NPS	BDKRB1	1858560	1842613	ENSP00000381105	ENSP00000216629	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.120	0.908
NPS	CHRM5	1858560	1857636	ENSP00000381105	ENSP00000372750	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR3A	OXT	1853212	1842661	ENSP00000347754	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.416	0.416
GABRA2	GABRA6	1853367	1846394	ENSP00000348897	ENSP00000274545	0.000	0.000	0.000	0.958	0.000	0.000	0.900	0.657	0.902
GRM7	PICK1	1853578	1853444	ENSP00000350348	ENSP00000349465	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.822	0.921
CCKAR	RGS2	1847590	1843426	ENSP00000295589	ENSP00000235382	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.114	0.907
GRM2	ADORA2A	1858262	1851902	ENSP00000378492	ENSP00000336630	0.000	0.000	0.000	0.000	0.000	0.080	0.000	0.385	0.410
CALCA	GHRHR	1851388	1850214	ENSP00000331746	ENSP00000320180	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NPY5R	SSTR3	1852206	1851219	ENSP00000339377	ENSP00000330138	0.000	0.000	0.000	0.627	0.000	0.000	0.900	0.000	0.900
HTR1B	BDKRB1	1855143	1842613	ENSP00000358963	ENSP00000216629	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.041	0.900
ADRA1D	GRP	1857034	1844471	ENSP00000368766	ENSP00000256857	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.090	0.905
HCRTR2	TAC3	1855363	1848140	ENSP00000359899	ENSP00000300108	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADRA1D	PLCB4	1857034	1851676	ENSP00000368766	ENSP00000334105	0.000	0.000	0.000	0.000	0.000	0.080	0.900	0.000	0.904
NPSR1	LHCGR	1853905	1847515	ENSP00000352839	ENSP00000294954	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.130	0.909
CREB1	CRHR1	1859295	1858593	ENSP00000387699	ENSP00000381333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.890	0.890
TSPO	LEP	1851096	1849557	ENSP00000328973	ENSP00000312652	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.721	0.721
HCRTR1	NPSR1	1855973	1853905	ENSP00000362810	ENSP00000352839	0.000	0.000	0.000	0.652	0.000	0.000	0.900	0.105	0.902
GALR2	GALR3	1851174	1843944	ENSP00000329684	ENSP00000249041	0.000	0.000	0.000	0.954	0.000	0.000	0.900	0.915	0.904
NPPB	ACE	1856504	1847260	ENSP00000365651	ENSP00000290866	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.648	0.648
CHRM5	GRPR	1857636	1857195	ENSP00000372750	ENSP00000369643	0.000	0.000	0.000	0.638	0.000	0.000	0.900	0.094	0.902
CHRNA1	PLCG1	1844839	1843693	ENSP00000261007	ENSP00000244007	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NPY2R	GALR3	1851488	1843944	ENSP00000332591	ENSP00000249041	0.000	0.000	0.000	0.696	0.000	0.000	0.900	0.307	0.908
NPY1R	GALR1	1854180	1848096	ENSP00000354652	ENSP00000299727	0.000	0.000	0.000	0.761	0.071	0.000	0.900	0.254	0.908
BDNF	DRD2	1861075	1854237	ENSP00000414303	ENSP00000354859	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.625	0.625
GABRQ	GRIN2A	1855216	1851485	ENSP00000359329	ENSP00000332549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	0.464
GRIK3	GRIN2A	1855828	1851485	ENSP00000362183	ENSP00000332549	0.000	0.000	0.000	0.651	0.000	0.099	0.540	0.654	0.664
GHRHR	TRHR	1850214	1849230	ENSP00000320180	ENSP00000309818	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.432	0.432
GRIP1	NR3C1	1858557	1843294	ENSP00000381098	ENSP00000231509	0.000	0.000	0.000	0.000	0.000	0.813	0.900	0.330	0.986
HCRTR2	CCKBR	1855363	1851860	ENSP00000359899	ENSP00000335544	0.000	0.000	0.000	0.735	0.000	0.000	0.900	0.000	0.900
GRM4	GRIA4	1856056	1846800	ENSP00000363296	ENSP00000282499	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.576	0.576
CHRM5	GRM5	1857636	1848814	ENSP00000372750	ENSP00000306138	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.285	0.925
DRD2	GRM5	1854237	1848814	ENSP00000354859	ENSP00000306138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.460	0.460
ADORA3	POMC	1855085	1845600	ENSP00000358730	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GHRL	TRH	1851804	1848532	ENSP00000335074	ENSP00000303452	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.506	0.506
NPS	BDKRB2	1858560	1848988	ENSP00000381105	ENSP00000307713	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.106	0.906
AR	GNRHR	1856164	1843089	ENSP00000363822	ENSP00000226413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.490	0.491
PLCB4	CHRM3	1851676	1844372	ENSP00000334105	ENSP00000255380	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.370	0.934
PIK3CG	INPP1	1853801	1850736	ENSP00000352121	ENSP00000325423	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.594	0.594
SST	GHSR	1847077	1843590	ENSP00000287641	ENSP00000241256	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.725	0.725
DDC	SLC17A7	1853612	1842841	ENSP00000350616	ENSP00000221485	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.510	0.510
HTR6	CRH	1847186	1846502	ENSP00000289753	ENSP00000276571	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.324	0.929
GRM5	GABRB2	1848814	1846395	ENSP00000306138	ENSP00000274547	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.439
GABRR3	GABRE	1864603	1855222	ENSP00000471569	ENSP00000359353	0.000	0.000	0.000	0.784	0.000	0.000	0.540	0.478	0.585
NOS1	ADRB2	1852004	1848724	ENSP00000337459	ENSP00000305372	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.099	0.592
LIF	OSM	1843950	1842507	ENSP00000249075	ENSP00000215781	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.749	0.749
NSUN4	PTK7	1861437	1843252	ENSP00000419740	ENSP00000230419	0.462	0.000	0.000	0.000	0.000	0.000	0.000	0.157	0.527
RGS7	DRD2	1854398	1854237	ENSP00000355523	ENSP00000354859	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.168	0.913
PRKCA	NOS1	1860737	1852004	ENSP00000408695	ENSP00000337459	0.000	0.000	0.000	0.000	0.000	0.566	0.900	0.194	0.961
NPR2	EGF	1852411	1845705	ENSP00000341083	ENSP00000265171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.519	0.519
GRIN2B	NTRK2	1846639	1846523	ENSP00000279593	ENSP00000277120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.598	0.598
CHRM5	GNRH2	1857636	1843789	ENSP00000372750	ENSP00000245983	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
SLTM	NRP1	1857236	1845737	ENSP00000369887	ENSP00000265371	0.000	0.000	0.000	0.000	0.000	0.512	0.000	0.000	0.512
TPH2	SLC6A4	1851106	1844969	ENSP00000329093	ENSP00000261707	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.778	0.778
CHRM2	GALR3	1850196	1843944	ENSP00000319984	ENSP00000249041	0.000	0.000	0.000	0.627	0.000	0.000	0.900	0.166	0.904
GABRR1	GABRA3	1860984	1855218	ENSP00000412673	ENSP00000359334	0.000	0.000	0.000	0.811	0.000	0.000	0.540	0.678	0.597
SDC2	PLCG1	1848909	1843693	ENSP00000307046	ENSP00000244007	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.288	0.925
ADCYAP1R1	VIPR1	1858376	1850905	ENSP00000379514	ENSP00000327246	0.000	0.000	0.000	0.940	0.000	0.000	0.900	0.869	0.905
HTR2A	NPSR1	1856916	1853905	ENSP00000367959	ENSP00000352839	0.000	0.000	0.000	0.643	0.000	0.000	0.900	0.046	0.900
