#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
AR	CTSD	1856164	1843439	ENSP00000363822	ENSP00000236671	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
ADORA1	ADCY1	1849083	1847854	ENSP00000308549	ENSP00000297323	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.106	0.906
ARNTL	ESR2	1857849	1852756	ENSP00000374357	ENSP00000343925	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.450
GRID1	GRIA1	1851221	1846982	ENSP00000330148	ENSP00000285900	0.000	0.000	0.000	0.751	0.000	0.101	0.540	0.305	0.598
GRIP1	GRIN2A	1858557	1851485	ENSP00000381098	ENSP00000332549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.568
GABRG2	GABRA6	1860865	1846394	ENSP00000410732	ENSP00000274545	0.000	0.000	0.000	0.928	0.000	0.076	0.900	0.767	0.908
CREBBP	HDAC5	1845124	1843067	ENSP00000262367	ENSP00000225983	0.000	0.000	0.000	0.000	0.000	0.230	0.900	0.637	0.969
ABCC1	IL1B	1858723	1845335	ENSP00000382342	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.439
CNR2	ADCY6	1856124	1849417	ENSP00000363596	ENSP00000311405	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.081	0.904
HP	AMBP	1853269	1845697	ENSP00000348170	ENSP00000265132	0.000	0.000	0.000	0.000	0.144	0.000	0.000	0.361	0.429
GABRQ	GRM1	1855216	1846816	ENSP00000359329	ENSP00000282753	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.520	0.520
ARRB1	DTNBP1	1860799	1852490	ENSP00000409581	ENSP00000341680	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.051	0.901
IRS1	APOE	1848682	1844127	ENSP00000304895	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.499
GDNF	AKT1	1860755	1846136	ENSP00000409007	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
GPBAR1	ADCY7	1861760	1844281	ENSP00000428824	ENSP00000254235	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR3A	CCKBR	1853212	1851860	ENSP00000347754	ENSP00000335544	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.412	0.412
ITIH4	IL4	1845847	1843288	ENSP00000266041	ENSP00000231449	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.507	0.507
GAD1	EGR1	1853649	1843543	ENSP00000350928	ENSP00000239938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.517	0.518
CRH	IL1B	1846502	1845335	ENSP00000276571	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.539	0.539
ESR2	EGFR	1852756	1846445	ENSP00000343925	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.636	0.676
ADCY5	CCR6	1861410	1852212	ENSP00000419361	ENSP00000339393	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DRD1	GRIN2B	1850948	1846639	ENSP00000327652	ENSP00000279593	0.000	0.000	0.000	0.000	0.000	0.097	0.000	0.845	0.854
FASN	CAT	1848653	1843587	ENSP00000304592	ENSP00000241052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.453
AKT1	CREBBP	1846136	1845124	ENSP00000270202	ENSP00000262367	0.000	0.000	0.000	0.000	0.000	0.823	0.900	0.897	0.998
ADCYAP1	ADCY4	1860929	1849496	ENSP00000411658	ENSP00000312126	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DRD2	HTT	1854237	1853139	ENSP00000354859	ENSP00000347184	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.829	0.830
CREM	HDAC5	1845738	1843067	ENSP00000265372	ENSP00000225983	0.000	0.000	0.000	0.000	0.000	0.080	0.000	0.406	0.430
CLOCK	BHLHE40	1849105	1844442	ENSP00000308741	ENSP00000256495	0.000	0.000	0.000	0.000	0.000	0.110	0.900	0.573	0.958
GSK3B	BHLHE41	1850681	1843637	ENSP00000324806	ENSP00000242728	0.000	0.000	0.000	0.000	0.000	0.960	0.000	0.113	0.963
HSPA1L	AKT1	1856352	1846136	ENSP00000364805	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.073	0.000	0.693	0.704
DDC	DRD4	1853612	1842327	ENSP00000350616	ENSP00000176183	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.442	0.442
ADM	CRH	1846549	1846502	ENSP00000278175	ENSP00000276571	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.457	0.943
GABRQ	GABRP	1855216	1845718	ENSP00000359329	ENSP00000265294	0.000	0.000	0.000	0.841	0.000	0.000	0.540	0.663	0.587
GRM3	ADORA1	1854350	1849083	ENSP00000355316	ENSP00000308549	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.265	0.923
GRM3	ADCY1	1854350	1847854	ENSP00000355316	ENSP00000297323	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.265	0.923
GDNF	GFRA1	1860755	1859739	ENSP00000409007	ENSP00000393725	0.000	0.000	0.000	0.000	0.000	0.961	0.900	0.871	0.999
GRM2	ADCY9	1858262	1847461	ENSP00000378492	ENSP00000294016	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.192	0.915
AKT1	CDH17	1846136	1842198	ENSP00000270202	ENSP00000027335	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.722	0.722
CUX1	CREBBP	1853975	1845124	ENSP00000353401	ENSP00000262367	0.000	0.000	0.000	0.000	0.000	0.564	0.000	0.159	0.617
ADCY5	HTR5A	1861410	1847093	ENSP00000419361	ENSP00000287907	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GRK5	CCR6	1858049	1852212	ENSP00000376609	ENSP00000339393	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
GRIK2	GRIN2B	1859983	1846639	ENSP00000397026	ENSP00000279593	0.000	0.000	0.000	0.656	0.000	0.099	0.540	0.820	0.688
GRM2	HTR1A	1858262	1849859	ENSP00000378492	ENSP00000316244	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.539	0.952
ADCYAP1	ADRB1	1860929	1854995	ENSP00000411658	ENSP00000358301	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.041	0.900
GRIK3	GRIA1	1855828	1846982	ENSP00000362183	ENSP00000285900	0.000	0.000	0.000	0.896	0.000	0.000	0.540	0.609	0.568
ADCY2	HTR1D	1852643	1849640	ENSP00000342952	ENSP00000313661	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
IDO1	ASMT	1861841	1857353	ENSP00000430505	ENSP00000370639	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.059	0.901
HTR1D	HTR3B	1849640	1844762	ENSP00000313661	ENSP00000260191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.550	0.550
CHRM2	ADCY4	1850196	1849496	ENSP00000319984	ENSP00000312126	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.148	0.911
CREB1	AR	1859295	1856164	ENSP00000387699	ENSP00000363822	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.591	0.591
ADCY5	DRD2	1861410	1854237	ENSP00000419361	ENSP00000354859	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.264	0.923
EGFR	ABCB1	1846445	1845794	ENSP00000275493	ENSP00000265724	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
ADCY2	CRHR2	1852643	1852388	ENSP00000342952	ENSP00000340943	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CNR2	FAAH	1856124	1843656	ENSP00000363596	ENSP00000243167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.700
CHAT	CCK	1851961	1851885	ENSP00000337103	ENSP00000335657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.581	0.581
ARNTL	CRY1	1857849	1842155	ENSP00000374357	ENSP00000008527	0.000	0.000	0.000	0.000	0.077	0.981	0.900	0.981	0.999
ADRA2C	CHRM2	1859088	1850196	ENSP00000386069	ENSP00000319984	0.000	0.000	0.000	0.731	0.000	0.000	0.900	0.234	0.905
ESR2	CRH	1852756	1846502	ENSP00000343925	ENSP00000276571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.850	0.850
GAD1	ERBB4	1853649	1852571	ENSP00000350928	ENSP00000342235	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.435	0.435
ACSL4	HTR2C	1852250	1846478	ENSP00000339787	ENSP00000276198	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.517	0.517
CHRNA7	HTR2A	1860670	1856916	ENSP00000407546	ENSP00000367959	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.440	0.440
ERBB4	CHL1	1852571	1844445	ENSP00000342235	ENSP00000256509	0.000	0.000	0.000	0.000	0.000	0.191	0.000	0.328	0.433
BDNF	GRM2	1861075	1858262	ENSP00000414303	ENSP00000378492	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.506	0.506
GRIK1	GRIA3	1858771	1845529	ENSP00000382791	ENSP00000264357	0.000	0.000	0.000	0.892	0.000	0.000	0.540	0.643	0.571
CNR1	ADRA2A	1855040	1846654	ENSP00000358511	ENSP00000280155	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.207	0.917
DNMT3B	DNMT3A	1851052	1845601	ENSP00000328547	ENSP00000264709	0.000	0.000	0.000	0.948	0.000	0.960	0.900	0.933	0.996
DRD3	HTR1A	1857726	1849859	ENSP00000373169	ENSP00000316244	0.000	0.000	0.000	0.837	0.000	0.000	0.900	0.685	0.910
GABRG2	GABRQ	1860865	1855216	ENSP00000410732	ENSP00000359329	0.000	0.000	0.000	0.775	0.000	0.000	0.540	0.344	0.572
IL24	IL1B	1857961	1845335	ENSP00000375795	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.811	0.811
BMP7	EGFR	1858342	1846445	ENSP00000379204	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.151	0.000	0.394	0.464
GRIN2A	GRID1	1851485	1851221	ENSP00000332549	ENSP00000330148	0.000	0.000	0.000	0.636	0.000	0.000	0.540	0.330	0.590
CREB1	GRIN2B	1859295	1846639	ENSP00000387699	ENSP00000279593	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.934	0.934
CNR1	ADCY4	1855040	1849496	ENSP00000358511	ENSP00000312126	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.136	0.909
ADCY5	HTR1B	1861410	1855143	ENSP00000419361	ENSP00000358963	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.047	0.900
COMT	GSTM1	1854135	1849425	ENSP00000354511	ENSP00000311469	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.567	0.567
GABRD	GABRA6	1856897	1846394	ENSP00000367848	ENSP00000274545	0.000	0.000	0.000	0.851	0.000	0.000	0.540	0.677	0.585
ADCY5	CNR1	1861410	1855040	ENSP00000419361	ENSP00000358511	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.167	0.913
FGF2	IL6	1845559	1844631	ENSP00000264498	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.937	0.937
CCR6	IL8	1852212	1848852	ENSP00000339393	ENSP00000306512	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.242	0.920
GRM7	IL8	1853578	1848852	ENSP00000350348	ENSP00000306512	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADCY4	ADCY7	1849496	1844281	ENSP00000312126	ENSP00000254235	0.000	0.000	0.000	0.945	0.000	0.000	0.900	0.793	0.904
FAT4	AGT	1858183	1854424	ENSP00000377862	ENSP00000355627	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.412	0.412
ADRA2A	GNB3	1846654	1843188	ENSP00000280155	ENSP00000229264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.455	0.455
ALDH2	CAT	1844978	1843587	ENSP00000261733	ENSP00000241052	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.509	0.546
CNR1	ADCY8	1855040	1847008	ENSP00000358511	ENSP00000286355	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.172	0.913
GRM3	HTR5A	1854350	1847093	ENSP00000355316	ENSP00000287907	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.097	0.905
ADRB3	CRHR2	1852741	1852388	ENSP00000343782	ENSP00000340943	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.102	0.906
CYP1A2	CYP3A4	1852534	1852052	ENSP00000342007	ENSP00000337915	0.000	0.000	0.526	0.651	0.000	0.000	0.900	0.922	0.944
ADCY5	ADCY1	1861410	1847854	ENSP00000419361	ENSP00000297323	0.000	0.000	0.000	0.891	0.000	0.000	0.900	0.760	0.908
CMTM8	EGFR	1848992	1846445	ENSP00000307741	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.075	0.591
GRIN3A	GRID1	1854310	1851221	ENSP00000355155	ENSP00000330148	0.000	0.000	0.000	0.628	0.000	0.000	0.540	0.278	0.582
ADCY8	ADM	1847008	1846549	ENSP00000286355	ENSP00000278175	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.045	0.900
ITIH4	ENPEP	1845847	1845702	ENSP00000266041	ENSP00000265162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.987	0.987
AGTR1	APOE	1846323	1844127	ENSP00000273430	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.537	0.537
FADS1	ADRA2A	1850426	1846654	ENSP00000322229	ENSP00000280155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
ADCY5	HTR1D	1861410	1849640	ENSP00000419361	ENSP00000313661	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.072	0.903
CRHR2	ADCY9	1852388	1847461	ENSP00000340943	ENSP00000294016	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.111	0.907
APOE	IL4	1844127	1843288	ENSP00000252486	ENSP00000231449	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.502	0.502
ADRA2C	ADCY9	1859088	1847461	ENSP00000386069	ENSP00000294016	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.078	0.903
IL10	HP	1860958	1853269	ENSP00000412237	ENSP00000348170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.476	0.476
ADCY5	GRM7	1861410	1853578	ENSP00000419361	ENSP00000350348	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.090	0.905
GFRA1	EMX2	1859739	1854975	ENSP00000393725	ENSP00000358202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.560	0.560
CTSD	ESR1	1843439	1842435	ENSP00000236671	ENSP00000206249	0.000	0.000	0.000	0.000	0.071	0.000	0.900	0.700	0.969
DBH	GAL	1858060	1845782	ENSP00000376776	ENSP00000265643	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.565	0.565
AGT	ADCY8	1854424	1847008	ENSP00000355627	ENSP00000286355	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ATXN3	HTT	1858089	1853139	ENSP00000376965	ENSP00000347184	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.665	0.665
IDO2	CYP1A2	1862252	1852534	ENSP00000443432	ENSP00000342007	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.083	0.904
ABCB4	CREBBP	1845793	1845124	ENSP00000265723	ENSP00000262367	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.208	0.917
CNR1	GRIA1	1855040	1846982	ENSP00000358511	ENSP00000285900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.459
BCL2	APOE	1851168	1844127	ENSP00000329623	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
GPBAR1	ADORA2A	1861760	1851902	ENSP00000428824	ENSP00000336630	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.074	0.903
CLOCK	BHLHE41	1849105	1843637	ENSP00000308741	ENSP00000242728	0.000	0.000	0.000	0.000	0.000	0.110	0.900	0.621	0.963
BDNF	CAMKK2	1861075	1849573	ENSP00000414303	ENSP00000312741	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
ENPEP	IL2	1845702	1843096	ENSP00000265162	ENSP00000226730	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.585	0.585
CREB1	GRIN2A	1859295	1851485	ENSP00000387699	ENSP00000332549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.639	0.639
IL8	CREBBP	1848852	1845124	ENSP00000306512	ENSP00000262367	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.360	0.710
CCR6	DRD4	1852212	1842327	ENSP00000339393	ENSP00000176183	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.063	0.902
HTR1B	DRD2	1855143	1854237	ENSP00000358963	ENSP00000354859	0.000	0.000	0.000	0.725	0.000	0.000	0.900	0.581	0.915
HTR2A	GRM1	1856916	1846816	ENSP00000367959	ENSP00000282753	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.491	0.947
GRIK4	GRIK2	1860452	1859983	ENSP00000404063	ENSP00000397026	0.000	0.000	0.000	0.920	0.000	0.564	0.540	0.870	0.805
GRIK1	GRIA2	1858771	1845544	ENSP00000382791	ENSP00000264426	0.000	0.000	0.000	0.894	0.000	0.000	0.540	0.787	0.577
BDNF	GRM1	1861075	1846816	ENSP00000414303	ENSP00000282753	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.564	0.564
IL1A	CCL2	1845334	1843055	ENSP00000263339	ENSP00000225831	0.000	0.000	0.000	0.000	0.085	0.000	0.000	0.634	0.650
CREB1	CSNK1E	1859295	1853917	ENSP00000387699	ENSP00000352929	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.722	0.723
AGTR1	GNB3	1846323	1843188	ENSP00000273430	ENSP00000229264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.567	0.567
IL8	ADM	1848852	1846549	ENSP00000306512	ENSP00000278175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
FGFR2	CDH17	1860837	1842198	ENSP00000410294	ENSP00000027335	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.406
EIF2C1	EGFR	1855852	1846445	ENSP00000362300	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.644	0.644
CHRNA5	CHRNB4	1848079	1844985	ENSP00000299565	ENSP00000261751	0.000	0.000	0.000	0.927	0.000	0.576	0.720	0.914	0.884
ADCY1	HTR5A	1847854	1847093	ENSP00000297323	ENSP00000287907	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
EGFR	ESR1	1846445	1842435	ENSP00000275493	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.924	0.000	0.973	0.997
GRIP1	ESR1	1858557	1842435	ENSP00000381098	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.980	0.900	0.416	0.998
AVP	DRD1	1857196	1850948	ENSP00000369647	ENSP00000327652	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GRM3	GRIA4	1854350	1846800	ENSP00000355316	ENSP00000282499	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.583	0.583
ADCY5	ADCY3	1861410	1844803	ENSP00000419361	ENSP00000260600	0.000	0.000	0.000	0.859	0.000	0.000	0.900	0.814	0.911
GCH1	DBH	1858303	1858060	ENSP00000378890	ENSP00000376776	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.440	0.440
ADRA1A	AVP	1857247	1857196	ENSP00000369960	ENSP00000369647	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.074	0.903
GRK5	AVPR1B	1858049	1854521	ENSP00000376609	ENSP00000356094	0.000	0.000	0.000	0.000	0.000	0.569	0.000	0.084	0.588
ADRA2C	ADCY6	1859088	1849417	ENSP00000386069	ENSP00000311405	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ADRB3	ADCY4	1852741	1849496	ENSP00000343782	ENSP00000312126	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.098	0.905
EGR1	IL4	1843543	1843288	ENSP00000239938	ENSP00000231449	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.850	0.850
ALOX5AP	EGR1	1857231	1843543	ENSP00000369858	ENSP00000239938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.832	0.832
IL11	IL1B	1845567	1845335	ENSP00000264563	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.457	0.457
CAMK4	CREBBP	1846787	1845124	ENSP00000282356	ENSP00000262367	0.000	0.000	0.000	0.000	0.000	0.576	0.800	0.501	0.953
HTR1B	GRM3	1855143	1854350	ENSP00000358963	ENSP00000355316	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.169	0.913
IL28RA	IFNG	1850964	1843180	ENSP00000327824	ENSP00000229135	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.163	0.825
IL10	IFNG	1860958	1843180	ENSP00000412237	ENSP00000229135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.786	0.786
AR	ERBB4	1856164	1852571	ENSP00000363822	ENSP00000342235	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.345	0.418
GRIK2	GRIA1	1859983	1846982	ENSP00000397026	ENSP00000285900	0.000	0.000	0.000	0.900	0.000	0.807	0.540	0.975	0.916
GAD1	GRIN2B	1853649	1846639	ENSP00000350928	ENSP00000279593	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.528	0.528
HTR2C	HTR3B	1846478	1844762	ENSP00000276198	ENSP00000260191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.454	0.454
DRD2	CHRM2	1854237	1850196	ENSP00000354859	ENSP00000319984	0.000	0.000	0.000	0.717	0.000	0.000	0.900	0.434	0.911
GRIN2B	GAD2	1846639	1844680	ENSP00000279593	ENSP00000259271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.519	0.519
DGKH	CSMD2	1852019	1843594	ENSP00000337572	ENSP00000241312	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.422	0.422
ADCY8	ADCY3	1847008	1844803	ENSP00000286355	ENSP00000260600	0.000	0.000	0.000	0.864	0.000	0.000	0.900	0.690	0.909
FASN	FADS2	1848653	1846592	ENSP00000304592	ENSP00000278840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.563
CCK	ENPEP	1851885	1845702	ENSP00000335657	ENSP00000265162	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.120	0.610
AKT1	CREM	1846136	1845738	ENSP00000270202	ENSP00000265372	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.813	0.814
FASN	ESR1	1848653	1842435	ENSP00000304592	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.895	0.895
AKT1	IL1B	1846136	1845335	ENSP00000270202	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
CNR1	HTR1D	1855040	1849640	ENSP00000358511	ENSP00000313661	0.000	0.000	0.000	0.658	0.000	0.000	0.900	0.288	0.908
DAOA	COMT	1856406	1854135	ENSP00000365103	ENSP00000354511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.700
GRIP1	EPHB1	1858557	1858556	ENSP00000381098	ENSP00000381097	0.000	0.000	0.000	0.000	0.000	0.109	0.000	0.431	0.471
GABRQ	CHAT	1855216	1851961	ENSP00000359329	ENSP00000337103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.534	0.534
GABRA3	GABRB3	1855218	1848038	ENSP00000359334	ENSP00000299267	0.000	0.000	0.000	0.846	0.000	0.076	0.900	0.679	0.913
ADCY5	ADCYAP1	1861410	1860929	ENSP00000419361	ENSP00000411658	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
DRD3	HTR1D	1857726	1849640	ENSP00000373169	ENSP00000313661	0.000	0.000	0.000	0.827	0.000	0.000	0.900	0.398	0.906
CTLA4	IL4	1848585	1843288	ENSP00000303939	ENSP00000231449	0.000	0.000	0.000	0.000	0.073	0.000	0.000	0.625	0.637
IL10	IL1B	1860958	1845335	ENSP00000412237	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.797	0.797
IL10	IL1RN	1860958	1844670	ENSP00000412237	ENSP00000259206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
CYP3A4	CYP2C9	1852052	1844814	ENSP00000337915	ENSP00000260682	0.000	0.000	0.526	0.682	0.000	0.000	0.900	0.915	0.940
GRM2	GRIA3	1858262	1845529	ENSP00000378492	ENSP00000264357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.410	0.410
BCL2	IL4	1851168	1843288	ENSP00000329623	ENSP00000231449	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.910	0.910
CNR2	ADORA1	1856124	1849083	ENSP00000363596	ENSP00000308549	0.000	0.000	0.000	0.637	0.000	0.000	0.900	0.055	0.900
FGF2	EGR1	1845559	1843543	ENSP00000264498	ENSP00000239938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.909	0.909
DRD3	CNR2	1857726	1856124	ENSP00000373169	ENSP00000363596	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GRIK4	GRM3	1860452	1854350	ENSP00000404063	ENSP00000355316	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
