#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
CHRNA7	CHRNA5	1860670	1848079	ENSP00000407546	ENSP00000299565	0.000	0.000	0.000	0.861	0.000	0.000	0.720	0.626	0.743
APAF1	ATM	1862487	1846577	ENSP00000448165	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.666	0.666
GSTP1	GAPDH	1858630	1843185	ENSP00000381607	ENSP00000229239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.424	0.424
HTR1B	MAOA	1855143	1852356	ENSP00000358963	ENSP00000340684	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.649	0.649
ADRA2B	NPY1R	1859258	1854180	ENSP00000387281	ENSP00000354652	0.000	0.000	0.000	0.635	0.000	0.000	0.900	0.134	0.903
TRIM32	PARK2	1856027	1854466	ENSP00000363095	ENSP00000355865	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.569	0.569
HTR2A	GRM5	1856916	1848814	ENSP00000367959	ENSP00000306138	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.517	0.949
SLC1A1	SLC6A2	1845121	1842772	ENSP00000262352	ENSP00000219833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.495	0.495
BDNF	CADPS2	1861075	1860079	ENSP00000414303	ENSP00000398481	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.291	0.686
AGT	MTNR1A	1854424	1848453	ENSP00000355627	ENSP00000302811	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
SLC18A2	SNAP25	1847963	1844344	ENSP00000298472	ENSP00000254976	0.000	0.000	0.000	0.000	0.071	0.000	0.900	0.101	0.909
ADH1B	CAT	1848863	1843587	ENSP00000306606	ENSP00000241052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.438
PCSK5	ABCB1	1862313	1845794	ENSP00000446280	ENSP00000265724	0.000	0.000	0.000	0.000	0.000	0.182	0.000	0.408	0.495
GNAS	HTR4	1855402	1854053	ENSP00000360141	ENSP00000353915	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.178	0.914
CDH1	CTSD	1844988	1843439	ENSP00000261769	ENSP00000236671	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.414	0.414
GRM8	MTNR1B	1852779	1844486	ENSP00000344173	ENSP00000257068	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.221	0.918
SRC	TUB	1853652	1848730	ENSP00000350941	ENSP00000305426	0.000	0.000	0.000	0.000	0.000	0.570	0.000	0.213	0.647
TF	GAPDH	1859071	1843185	ENSP00000385834	ENSP00000229239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.940	0.941
EGFR	CAT	1846445	1843587	ENSP00000275493	ENSP00000241052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.457
BCL2	RARA	1851168	1844268	ENSP00000329623	ENSP00000254066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.480	0.480
ADRA2B	HTR1B	1859258	1855143	ENSP00000387281	ENSP00000358963	0.000	0.000	0.000	0.749	0.000	0.000	0.900	0.149	0.902
SRC	WNT2	1853652	1845754	ENSP00000350941	ENSP00000265441	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.490	0.524
ADRA2C	NPY2R	1859088	1851488	ENSP00000386069	ENSP00000332591	0.000	0.000	0.000	0.643	0.000	0.000	0.900	0.000	0.900
DBH	SLC6A4	1858060	1844969	ENSP00000376776	ENSP00000261707	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
DBH	MAOB	1858060	1856806	ENSP00000376776	ENSP00000367309	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.419	0.939
RPS6KA3	TSC2	1857057	1842755	ENSP00000368884	ENSP00000219476	0.000	0.000	0.000	0.000	0.000	0.363	0.800	0.962	0.994
TH	CAT	1857346	1843587	ENSP00000370571	ENSP00000241052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.510	0.510
MAOA	HTR1D	1852356	1849640	ENSP00000340684	ENSP00000313661	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.468	0.468
DRD5	ADCY1	1848813	1847854	ENSP00000306129	ENSP00000297323	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.230	0.919
OXER1	NPY5R	1856912	1852206	ENSP00000367930	ENSP00000339377	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NPY1R	OPRL1	1854180	1851923	ENSP00000354652	ENSP00000336764	0.000	0.000	0.000	0.702	0.000	0.000	0.900	0.063	0.900
ADRA2C	GRIN1	1859088	1855505	ENSP00000386069	ENSP00000360608	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.527	0.527
TNF	CNR2	1860103	1856124	ENSP00000398698	ENSP00000363596	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.799	0.800
HTT	EGFR	1853139	1846445	ENSP00000347184	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.101	0.602
IGFBP3	EGFR	1857331	1846445	ENSP00000370473	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.909	0.959
TNF	APOE	1860103	1844127	ENSP00000398698	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.584	0.584
HTR2A	SLC18A2	1856916	1847963	ENSP00000367959	ENSP00000298472	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.422	0.423
RXRG	PRKCG	1853910	1845356	ENSP00000352900	ENSP00000263431	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
IL10	TNF	1860958	1860103	ENSP00000412237	ENSP00000398698	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.949	0.949
BCL2	CNTN5	1851168	1846634	ENSP00000329623	ENSP00000279463	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
HTR1B	SLC6A2	1855143	1842772	ENSP00000358963	ENSP00000219833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.543	0.543
CHRNA4	SLC6A2	1855204	1842772	ENSP00000359285	ENSP00000219833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.459
GSK3B	TSC2	1850681	1842755	ENSP00000324806	ENSP00000219476	0.000	0.000	0.000	0.000	0.000	0.814	0.900	0.949	0.998
MTHFR	ALDH2	1856524	1844978	ENSP00000365775	ENSP00000261733	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.526	0.526
OXTR	ADRA1B	1850627	1848870	ENSP00000324270	ENSP00000306662	0.000	0.000	0.000	0.625	0.000	0.000	0.900	0.051	0.900
RELN	ASTN1	1859645	1854142	ENSP00000392423	ENSP00000354536	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.478	0.478
GRM7	MTNR1B	1853578	1844486	ENSP00000350348	ENSP00000257068	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.199	0.916
TUB	GAPDH	1848730	1843185	ENSP00000305426	ENSP00000229239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.457	0.457
NPSR1	GRM1	1853905	1846816	ENSP00000352839	ENSP00000282753	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.372	0.934
GAPDH	TG	1843185	1842794	ENSP00000229239	ENSP00000220616	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.418
GABRA3	GLRA2	1855218	1842690	ENSP00000359334	ENSP00000218075	0.000	0.000	0.000	0.855	0.000	0.000	0.540	0.543	0.574
NOS1	CAT	1852004	1843587	ENSP00000337459	ENSP00000241052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.659	0.660
SCN8A	ATP2B3	1853061	1845362	ENSP00000346534	ENSP00000263519	0.000	0.000	0.000	0.000	0.000	0.078	0.000	0.461	0.482
PRODH	DTNBP1	1853463	1852490	ENSP00000349577	ENSP00000341680	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
PYY	MC4R	1853954	1848101	ENSP00000353198	ENSP00000299766	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.509
FOXO1	POMC	1857055	1845600	ENSP00000368880	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.872	0.872
NR4A2	RARA	1852822	1844268	ENSP00000344479	ENSP00000254066	0.000	0.000	0.000	0.778	0.000	0.593	0.900	0.373	0.960
NPY1R	CARTPT	1854180	1847786	ENSP00000354652	ENSP00000296777	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.471	0.471
PTGIR	HTR6	1847278	1847186	ENSP00000291294	ENSP00000289753	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CHRNA4	CHRNA3	1855204	1849797	ENSP00000359285	ENSP00000315602	0.000	0.000	0.000	0.942	0.000	0.000	0.900	0.767	0.904
AGT	GAPDH	1854424	1843185	ENSP00000355627	ENSP00000229239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.545	0.545
CAT	PON1	1843587	1842913	ENSP00000241052	ENSP00000222381	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.509
OXER1	HTR5A	1856912	1847093	ENSP00000367930	ENSP00000287907	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ARHGEF7	SRC	1856369	1853652	ENSP00000364893	ENSP00000350941	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.941	0.993
AGT	PAX5	1854424	1853636	ENSP00000355627	ENSP00000350844	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.773	0.773
ALK	EGFR	1857789	1846445	ENSP00000373700	ENSP00000275493	0.000	0.000	0.000	0.621	0.000	0.362	0.000	0.816	0.557
NPY1R	GRM7	1854180	1853578	ENSP00000354652	ENSP00000350348	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.063	0.902
MTHFR	SHMT1	1856524	1850087	ENSP00000365775	ENSP00000318868	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.877	0.987
HCRTR2	NPSR1	1855363	1853905	ENSP00000359899	ENSP00000352839	0.000	0.000	0.000	0.670	0.000	0.000	0.900	0.126	0.902
RAC1	BAIAP2	1853302	1849864	ENSP00000348461	ENSP00000316338	0.000	0.000	0.000	0.000	0.000	0.992	0.900	0.540	0.999
CNR1	COMT	1855040	1854135	ENSP00000358511	ENSP00000354511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.416	0.416
GABRG1	HTR5A	1847575	1847093	ENSP00000295452	ENSP00000287907	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.423	0.423
DRD1	PPP1R1B	1850948	1844270	ENSP00000327652	ENSP00000254079	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.501	0.516
SLC6A3	PPP1R1B	1846148	1844270	ENSP00000270349	ENSP00000254079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.507	0.507
HCRTR1	POMC	1855973	1845600	ENSP00000362810	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.402	0.402
RELN	NPY	1859645	1843611	ENSP00000392423	ENSP00000242152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.404	0.404
HTR1A	SLC18A2	1849859	1847963	ENSP00000316244	ENSP00000298472	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.551	0.551
PRL	POMC	1848376	1845600	ENSP00000302150	ENSP00000264708	0.000	0.000	0.000	0.000	0.096	0.000	0.000	0.874	0.881
VEGFA	IL2	1855611	1843096	ENSP00000361125	ENSP00000226730	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.502	0.502
LEP	CLOCK	1849557	1849105	ENSP00000312652	ENSP00000308741	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
HTR4	MAOA	1854053	1852356	ENSP00000353915	ENSP00000340684	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
CAMK4	MAP2K5	1846787	1842333	ENSP00000282356	ENSP00000178640	0.000	0.000	0.431	0.638	0.000	0.258	0.000	0.241	0.415
PRKCG	ATXN1	1845356	1843741	ENSP00000263431	ENSP00000244769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.514	0.514
DRD2	ADORA2A	1854237	1851902	ENSP00000354859	ENSP00000336630	0.000	0.000	0.000	0.671	0.000	0.812	0.000	0.615	0.849
ADRA2B	PYY	1859258	1853954	ENSP00000387281	ENSP00000353198	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR1A	HTR5A	1849859	1847093	ENSP00000316244	ENSP00000287907	0.000	0.000	0.000	0.857	0.000	0.000	0.900	0.765	0.910
UBE3A	NDN	1858549	1851495	ENSP00000381045	ENSP00000332643	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.619	0.619
GAPDH	SLC2A3	1843185	1842244	ENSP00000229239	ENSP00000075120	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.460	0.483
OPRK1	SLC6A4	1845773	1844969	ENSP00000265572	ENSP00000261707	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.851	0.851
RXRG	RARA	1853910	1844268	ENSP00000352900	ENSP00000254066	0.000	0.000	0.000	0.818	0.000	0.955	0.900	0.835	0.996
DRD1	SLC6A4	1850948	1844969	ENSP00000327652	ENSP00000261707	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.637	0.637
FOXO1	GSK3B	1857055	1850681	ENSP00000368880	ENSP00000324806	0.000	0.000	0.000	0.000	0.000	0.860	0.000	0.844	0.977
GRIN2B	SLC6A3	1846639	1846148	ENSP00000279593	ENSP00000270349	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.421	0.421
TF	BCL2	1859071	1851168	ENSP00000385834	ENSP00000329623	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.506	0.506
HTR5A	NPY	1847093	1843611	ENSP00000287907	ENSP00000242152	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.206	0.917
SRC	NOS1	1853652	1852004	ENSP00000350941	ENSP00000337459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.844	0.845
CNR2	ADRA2A	1856124	1846654	ENSP00000363596	ENSP00000280155	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CSNK1E	PER1	1853917	1849704	ENSP00000352929	ENSP00000314420	0.000	0.000	0.000	0.000	0.000	0.998	0.900	0.496	0.999
TH	MAOB	1857346	1856806	ENSP00000370571	ENSP00000367309	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.700
PER2	NR3C1	1844310	1843294	ENSP00000254657	ENSP00000231509	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.103	0.906
NLGN3	AANAT	1853734	1844016	ENSP00000351591	ENSP00000250615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.488	0.487
HTR1A	LEP	1849859	1849557	ENSP00000316244	ENSP00000312652	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
NF2	GYPC	1852845	1844679	ENSP00000344666	ENSP00000259254	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.418
SRC	F2R	1853652	1850333	ENSP00000350941	ENSP00000321326	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.537	0.537
ADRB1	KCNN3	1854995	1846220	ENSP00000358301	ENSP00000271915	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.519	0.519
OCA2	KCNN3	1853079	1846220	ENSP00000346659	ENSP00000271915	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
VEGFA	MAPK3	1855611	1845265	ENSP00000361125	ENSP00000263025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.594	0.595
HTR4	MC4R	1854053	1848101	ENSP00000353915	ENSP00000299766	0.000	0.000	0.000	0.665	0.000	0.000	0.900	0.299	0.909
LEP	EGFR	1849557	1846445	ENSP00000312652	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.895	0.895
NDN	SORT1	1851495	1844454	ENSP00000332643	ENSP00000256637	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PNOC	HTR5A	1848349	1847093	ENSP00000301908	ENSP00000287907	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
AGT	KALRN	1854424	1843581	ENSP00000355627	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.056	0.901
APOE	GAPDH	1844127	1843185	ENSP00000252486	ENSP00000229239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.634	0.634
GSTP1	PPIG	1858630	1844835	ENSP00000381607	ENSP00000260970	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.584	0.584
DISC1	PRODH	1854415	1853463	ENSP00000355593	ENSP00000349577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.452	0.452
NMS	CNR1	1856567	1855040	ENSP00000366061	ENSP00000358511	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GRM5	HCRT	1848814	1847406	ENSP00000306138	ENSP00000293330	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.048	0.900
SLC6A3	SLC1A3	1846148	1845695	ENSP00000270349	ENSP00000265113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.524	0.524
CTSD	GAPDH	1843439	1843185	ENSP00000236671	ENSP00000229239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.535	0.535
NTRK3	SORT1	1854089	1844454	ENSP00000354207	ENSP00000256637	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.274	0.679
CNR1	OPRK1	1855040	1845773	ENSP00000358511	ENSP00000265572	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.358	0.933
