#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
GABRG2	GLRA2	1860865	1842690	ENSP00000410732	ENSP00000218075	0.000	0.000	0.000	0.834	0.000	0.000	0.540	0.647	0.588
DRD1	DRD5	1850948	1848813	ENSP00000327652	ENSP00000306129	0.000	0.000	0.000	0.957	0.000	0.000	0.900	0.780	0.903
SLC6A13	SLC1A3	1852195	1845695	ENSP00000339260	ENSP00000265113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.570	0.570
CHRM1	TACR1	1848849	1848544	ENSP00000306490	ENSP00000303522	0.000	0.000	0.000	0.624	0.000	0.000	0.900	0.313	0.910
GRM3	GAL	1854350	1845782	ENSP00000355316	ENSP00000265643	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.101	0.906
AVP	GRP	1857196	1844471	ENSP00000369647	ENSP00000256857	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.583	0.956
CHRM3	BDKRB1	1844372	1842613	ENSP00000255380	ENSP00000216629	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.905
BDNF	CNTFR	1861075	1843624	ENSP00000414303	ENSP00000242338	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
GHRHR	VIPR2	1850214	1845082	ENSP00000320180	ENSP00000262178	0.000	0.000	0.000	0.919	0.000	0.000	0.900	0.392	0.902
PMCH	PENK	1851448	1850625	ENSP00000332225	ENSP00000324248	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.393	0.936
NSF	GABRA3	1858589	1855218	ENSP00000381293	ENSP00000359334	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NTRK3	CHAT	1854089	1851961	ENSP00000354207	ENSP00000337103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.480	0.480
HTR7	GRM5	1852055	1848814	ENSP00000337949	ENSP00000306138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.520	0.520
NTSR1	CHRM1	1855276	1848849	ENSP00000359532	ENSP00000306490	0.000	0.000	0.000	0.621	0.000	0.000	0.900	0.196	0.906
SNAP91	PLCG1	1855078	1843693	ENSP00000358708	ENSP00000244007	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.576
PYY	SSTR2	1853954	1853555	ENSP00000353198	ENSP00000350198	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TAC1	OXT	1850311	1842661	ENSP00000321106	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.720	0.970
GRIK1	GRIA1	1858771	1846982	ENSP00000382791	ENSP00000285900	0.000	0.000	0.000	0.897	0.000	0.000	0.540	0.882	0.581
RELN	GRIN2B	1859645	1846639	ENSP00000392423	ENSP00000279593	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.471	0.944
CCKBR	CRH	1851860	1846502	ENSP00000335544	ENSP00000276571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.400	0.400
ADORA3	OPRD1	1855085	1843415	ENSP00000358730	ENSP00000234961	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DLG3	GRIK3	1856101	1855828	ENSP00000363480	ENSP00000362183	0.000	0.000	0.000	0.000	0.000	0.000	0.360	0.438	0.625
TACR1	NTS	1848544	1844400	ENSP00000303522	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.606	0.958
GABRR1	GABRG2	1860984	1860865	ENSP00000412673	ENSP00000410732	0.000	0.000	0.000	0.810	0.000	0.000	0.540	0.715	0.601
AGT	HTR2C	1854424	1846478	ENSP00000355627	ENSP00000276198	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
PBX1	NANOG	1860561	1843195	ENSP00000405890	ENSP00000229307	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.261	0.922
DRD3	BDKRB2	1857726	1848988	ENSP00000373169	ENSP00000307713	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.055	0.901
CNTF	NTRK2	1854361	1846523	ENSP00000355370	ENSP00000277120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.633	0.633
PMCH	PDYN	1851448	1842657	ENSP00000332225	ENSP00000217305	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.307	0.927
BDNF	GRIN2B	1861075	1846639	ENSP00000414303	ENSP00000279593	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.948	0.948
VIP	LHCGR	1854549	1847515	ENSP00000356213	ENSP00000294954	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.160	0.912
HCRTR2	BDKRB2	1855363	1848988	ENSP00000359899	ENSP00000307713	0.000	0.000	0.000	0.653	0.000	0.000	0.900	0.053	0.900
GABRR2	GABRA1	1859084	1842192	ENSP00000386029	ENSP00000023897	0.000	0.000	0.000	0.804	0.000	0.000	0.540	0.680	0.600
GABRR3	GABRE	1864603	1855222	ENSP00000471569	ENSP00000359353	0.000	0.000	0.000	0.784	0.000	0.000	0.540	0.478	0.585
OPRM1	GRM6	1859815	1843281	ENSP00000394624	ENSP00000231188	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.204	0.917
GRIN2B	SLC1A6	1846639	1842859	ENSP00000279593	ENSP00000221742	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.437	0.437
PLCB4	BDKRB2	1851676	1848988	ENSP00000334105	ENSP00000307713	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.061	0.902
AVP	VIPR2	1857196	1845082	ENSP00000369647	ENSP00000262178	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.358	0.933
VIP	PENK	1854549	1850625	ENSP00000356213	ENSP00000324248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.508	0.508
GRM7	GRIN2A	1853578	1851485	ENSP00000350348	ENSP00000332549	0.000	0.000	0.000	0.000	0.000	0.095	0.000	0.678	0.696
NEUROG1	LMX1A	1849970	1847509	ENSP00000317580	ENSP00000294816	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.503	0.503
NPY2R	OPRK1	1851488	1845773	ENSP00000332591	ENSP00000265572	0.000	0.000	0.000	0.696	0.000	0.000	0.900	0.168	0.904
CHRNB3	CHRNA1	1847198	1844839	ENSP00000289957	ENSP00000261007	0.000	0.000	0.000	0.910	0.000	0.000	0.540	0.566	0.562
GCH1	NPR1	1858303	1854849	ENSP00000378890	ENSP00000357669	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.041	0.800
GRM3	PYY	1854350	1853954	ENSP00000355316	ENSP00000353198	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
SSTR2	BDKRB1	1853555	1842613	ENSP00000350198	ENSP00000216629	0.000	0.000	0.000	0.734	0.000	0.000	0.900	0.000	0.900
CYP2C19	ABCB1	1855462	1845794	ENSP00000360372	ENSP00000265724	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.744	0.744
SSTR3	NPY	1851219	1843611	ENSP00000330138	ENSP00000242152	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.206	0.917
AGT	AGTR1	1854424	1846323	ENSP00000355627	ENSP00000273430	0.000	0.000	0.000	0.000	0.000	0.778	0.900	0.935	0.998
PYY	CCK	1853954	1851885	ENSP00000353198	ENSP00000335657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.962	0.962
TNF	SLC1A2	1860103	1846562	ENSP00000398698	ENSP00000278379	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.685	0.685
PYY	NPY	1853954	1843611	ENSP00000353198	ENSP00000242152	0.000	0.000	0.000	0.941	0.000	0.000	0.900	0.871	0.905
LEP	GAL	1849557	1845782	ENSP00000312652	ENSP00000265643	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.942	0.942
ADRA1B	HTR2C	1848870	1846478	ENSP00000306662	ENSP00000276198	0.000	0.000	0.000	0.748	0.000	0.000	0.900	0.053	0.900
GRIA1	GAD2	1846982	1844680	ENSP00000285900	ENSP00000259271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.524	0.524
NPSR1	CRH	1853905	1846502	ENSP00000352839	ENSP00000276571	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.143	0.910
GHRHR	GHRH	1850214	1843462	ENSP00000320180	ENSP00000237527	0.000	0.000	0.000	0.000	0.000	0.812	0.900	0.968	0.999
BDKRB2	GRP	1848988	1844471	ENSP00000307713	ENSP00000256857	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.043	0.900
ADORA3	PMCH	1855085	1851448	ENSP00000358730	ENSP00000332225	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GRIA2	SLC17A7	1845544	1842841	ENSP00000264426	ENSP00000221485	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.402	0.402
GALR2	SSTR4	1851174	1844347	ENSP00000329684	ENSP00000255008	0.000	0.000	0.000	0.806	0.000	0.000	0.900	0.189	0.903
VIP	NPY	1854549	1843611	ENSP00000356213	ENSP00000242152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.973	0.973
PMCH	HTR1E	1851448	1848996	ENSP00000332225	ENSP00000307766	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
TAC1	GNRHR	1850311	1843089	ENSP00000321106	ENSP00000226413	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.204	0.916
GRIK4	GRM4	1860452	1856056	ENSP00000404063	ENSP00000363296	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.501	0.501
UCN	SST	1847676	1847077	ENSP00000296099	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.457
HTR3A	HTR1D	1853212	1849640	ENSP00000347754	ENSP00000313661	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.822	0.822
GRM4	SSTR2	1856056	1853555	ENSP00000363296	ENSP00000350198	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.163	0.912
TPH2	HTR2B	1851106	1844597	ENSP00000329093	ENSP00000258400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.412	0.412
GABRE	GABRP	1855222	1845718	ENSP00000359353	ENSP00000265294	0.000	0.000	0.000	0.807	0.000	0.000	0.540	0.569	0.588
TRH	GNRH1	1848532	1846491	ENSP00000303452	ENSP00000276414	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.877	0.987
GRM7	GAL	1853578	1845782	ENSP00000350348	ENSP00000265643	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.092	0.905
NGF	NTRK2	1855044	1846523	ENSP00000358525	ENSP00000277120	0.000	0.000	0.000	0.000	0.000	0.149	0.800	0.852	0.972
HTR4	VIPR1	1854053	1850905	ENSP00000353915	ENSP00000327246	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.181	0.914
GABRR3	GABRA1	1864603	1842192	ENSP00000471569	ENSP00000023897	0.000	0.000	0.000	0.800	0.000	0.000	0.540	0.454	0.579
CHRM2	HTR1D	1850196	1849640	ENSP00000319984	ENSP00000313661	0.000	0.000	0.000	0.713	0.000	0.000	0.900	0.458	0.912
GRM5	NTS	1848814	1844400	ENSP00000306138	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.342	0.931
NGF	TAC1	1855044	1850311	ENSP00000358525	ENSP00000321106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.499
ADCYAP1	HTR7	1860929	1852055	ENSP00000411658	ENSP00000337949	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.097	0.905
CRHR2	DRD1	1852388	1850948	ENSP00000340943	ENSP00000327652	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.082	0.904
NTRK3	DRD5	1854089	1848813	ENSP00000354207	ENSP00000306129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.627	0.627
AGT	SSTR2	1854424	1853555	ENSP00000355627	ENSP00000350198	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NTF3	NGF	1860000	1855044	ENSP00000397297	ENSP00000358525	0.000	0.000	0.000	0.907	0.000	0.000	0.900	0.731	0.906
SSTR3	HTR1D	1851219	1849640	ENSP00000330138	ENSP00000313661	0.000	0.000	0.000	0.664	0.000	0.000	0.900	0.052	0.900
DLG1	NOS1	1852968	1852004	ENSP00000345731	ENSP00000337459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.692	0.693
ADRA2A	SSTR1	1846654	1845937	ENSP00000280155	ENSP00000267377	0.000	0.000	0.000	0.657	0.000	0.000	0.900	0.000	0.900
GABRD	GABRQ	1856897	1855216	ENSP00000367848	ENSP00000359329	0.000	0.000	0.000	0.871	0.000	0.000	0.540	0.443	0.564
NTRK3	NGFR	1854089	1842317	ENSP00000354207	ENSP00000172229	0.000	0.000	0.000	0.000	0.000	0.602	0.000	0.845	0.935
ADA	NR3C1	1855776	1843294	ENSP00000361965	ENSP00000231509	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.576
PRKCA	GABRR2	1860737	1859084	ENSP00000408695	ENSP00000386029	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.576
GAD1	GABRB2	1853649	1846395	ENSP00000350928	ENSP00000274547	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.659	0.659
PLCB4	INPP1	1851676	1850736	ENSP00000334105	ENSP00000325423	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.099	0.906
GRM4	GRIA4	1856056	1846800	ENSP00000363296	ENSP00000282499	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.576	0.576
HTR1B	SST	1855143	1847077	ENSP00000358963	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.330	0.930
BDKRB2	GNRH2	1848988	1843789	ENSP00000307713	ENSP00000245983	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GABRG1	GLRB	1847575	1845545	ENSP00000295452	ENSP00000264428	0.000	0.000	0.000	0.791	0.000	0.000	0.540	0.349	0.570
CRHR1	ADRB2	1858593	1848724	ENSP00000381333	ENSP00000305372	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
NPY	SLC6A2	1843611	1842772	ENSP00000242152	ENSP00000219833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
HTR7	TAC1	1852055	1850311	ENSP00000337949	ENSP00000321106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.824	0.824
ALDH5A1	GABRB2	1849725	1846395	ENSP00000314649	ENSP00000274547	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.674	0.675
CCKBR	AGTR1	1851860	1846323	ENSP00000335544	ENSP00000273430	0.000	0.000	0.000	0.654	0.000	0.000	0.900	0.107	0.902
DRD2	GABRG1	1854237	1847575	ENSP00000354859	ENSP00000295452	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.435	0.435
TNF	SLC1A3	1860103	1845695	ENSP00000398698	ENSP00000265113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.469	0.469
CCK	TRHR	1851885	1849230	ENSP00000335657	ENSP00000309818	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.360	0.933
ADRB1	ADORA2A	1854995	1851902	ENSP00000358301	ENSP00000336630	0.000	0.000	0.000	0.703	0.000	0.000	0.900	0.234	0.905
AVP	VIP	1857196	1854549	ENSP00000369647	ENSP00000356213	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.649	0.963
GABRR2	GABBR1	1859084	1856594	ENSP00000386029	ENSP00000366233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.632	0.632
HTR1B	BDKRB2	1855143	1848988	ENSP00000358963	ENSP00000307713	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR5A	GRM6	1847093	1843281	ENSP00000287907	ENSP00000231188	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.135	0.909
GRIN2A	GAD2	1851485	1844680	ENSP00000332549	ENSP00000259271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.549	0.549
NPY2R	SSTR1	1851488	1845937	ENSP00000332591	ENSP00000267377	0.000	0.000	0.000	0.711	0.000	0.000	0.900	0.243	0.906
POMC	DRD4	1845600	1842327	ENSP00000264708	ENSP00000176183	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.349	0.932
DRD3	GALR1	1857726	1848096	ENSP00000373169	ENSP00000299727	0.000	0.000	0.000	0.630	0.000	0.000	0.900	0.000	0.900
ARHGAP35	AGT	1859060	1854424	ENSP00000385720	ENSP00000355627	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.786	0.786
TACR1	AGTR1	1848544	1846323	ENSP00000303522	ENSP00000273430	0.000	0.000	0.000	0.643	0.000	0.000	0.900	0.320	0.910
CHRNB2	CHRNE	1854806	1847438	ENSP00000357461	ENSP00000293780	0.000	0.000	0.000	0.863	0.000	0.000	0.720	0.309	0.730
CARTPT	NPY	1847786	1843611	ENSP00000296777	ENSP00000242152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.824	0.824
OPRM1	SSTR2	1859815	1853555	ENSP00000394624	ENSP00000350198	0.000	0.000	0.000	0.881	0.000	0.000	0.900	0.101	0.900
HTR1A	TRH	1849859	1848532	ENSP00000316244	ENSP00000303452	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
PMCH	KNG1	1851448	1845668	ENSP00000332225	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GABRG1	GLRA3	1847575	1846360	ENSP00000295452	ENSP00000274093	0.000	0.000	0.000	0.853	0.000	0.000	0.540	0.582	0.578
NBEA	DLG1	1858824	1852968	ENSP00000383295	ENSP00000345731	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.419
ADRB1	HTR7	1854995	1852055	ENSP00000358301	ENSP00000337949	0.000	0.000	0.000	0.770	0.000	0.000	0.900	0.520	0.911
HCRTR1	LEP	1855973	1849557	ENSP00000362810	ENSP00000312652	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.501	0.501
NTF3	PLCG1	1860000	1843693	ENSP00000397297	ENSP00000244007	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.216	0.918
HTR1B	SLC6A2	1855143	1842772	ENSP00000358963	ENSP00000219833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.543	0.543
HTR1B	SSTR1	1855143	1845937	ENSP00000358963	ENSP00000267377	0.000	0.000	0.000	0.640	0.000	0.000	0.900	0.152	0.904
HCRTR2	HTR2B	1855363	1844597	ENSP00000359899	ENSP00000258400	0.000	0.000	0.000	0.647	0.000	0.000	0.900	0.000	0.900
COMT	SLC6A4	1854135	1844969	ENSP00000354511	ENSP00000261707	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.961	0.961
GAD1	GABRA1	1853649	1842192	ENSP00000350928	ENSP00000023897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.416	0.416
HTR2A	TAC3	1856916	1848140	ENSP00000367959	ENSP00000300108	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.041	0.900
PYY	PENK	1853954	1850625	ENSP00000353198	ENSP00000324248	0.000	0.000	0.000	0.000	0.069	0.000	0.900	0.000	0.902
GABRG2	GABRR2	1860865	1859084	ENSP00000410732	ENSP00000386029	0.000	0.000	0.000	0.804	0.000	0.000	0.540	0.608	0.593
TAC3	AGTR1	1848140	1846323	ENSP00000300108	ENSP00000273430	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.291	0.926
HTR3A	CCKBR	1853212	1851860	ENSP00000347754	ENSP00000335544	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.412	0.412
CHRM3	GNRH2	1844372	1843789	ENSP00000255380	ENSP00000245983	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CNTNAP2	AUTS2	1854217	1852768	ENSP00000354778	ENSP00000344087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.660
CARTPT	POMC	1847786	1845600	ENSP00000296777	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.814	0.814
LYN	DLG2	1861765	1856435	ENSP00000428924	ENSP00000365272	0.462	0.000	0.000	0.000	0.000	0.077	0.000	0.218	0.577
TNF	OSM	1860103	1842507	ENSP00000398698	ENSP00000215781	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
PYY	ADRA2A	1853954	1846654	ENSP00000353198	ENSP00000280155	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
SLC6A9	GLRA3	1854035	1846360	ENSP00000353791	ENSP00000274093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.428	0.428
BDNF	LEP	1861075	1849557	ENSP00000414303	ENSP00000312652	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.912	0.912
ADRA1B	TRH	1848870	1848532	ENSP00000306662	ENSP00000303452	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR2A	TRIM32	1856916	1856027	ENSP00000367959	ENSP00000363095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.815	0.815
ADRB2	GNB3	1848724	1843188	ENSP00000305372	ENSP00000229264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.648	0.648
SLC22A3	ABCB1	1846439	1845794	ENSP00000275300	ENSP00000265724	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.264	0.923
GRIK2	GRIK5	1859983	1845238	ENSP00000397026	ENSP00000262895	0.000	0.000	0.000	0.922	0.000	0.845	0.540	0.914	0.931
IMMP2L	GRP	1851161	1844471	ENSP00000329553	ENSP00000256857	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.493	0.493
NTSR1	AVPR1A	1855276	1848027	ENSP00000359532	ENSP00000299178	0.000	0.000	0.000	0.640	0.000	0.000	0.900	0.080	0.901
SST	SSTR1	1847077	1845937	ENSP00000287641	ENSP00000267377	0.000	0.000	0.000	0.000	0.000	0.576	0.900	0.973	0.998
ADORA2A	GHRH	1851902	1843462	ENSP00000336630	ENSP00000237527	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.047	0.900
GRM2	SSTR3	1858262	1851219	ENSP00000378492	ENSP00000330138	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.127	0.908
CNTF	LIF	1854361	1843950	ENSP00000355370	ENSP00000249075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.769	0.769
VIPR2	GRP	1845082	1844471	ENSP00000262178	ENSP00000256857	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.507	0.507
LEP	OXT	1849557	1842661	ENSP00000312652	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.643	0.643
NTF3	TAC1	1860000	1850311	ENSP00000397297	ENSP00000321106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
BDNF	NPY	1861075	1843611	ENSP00000414303	ENSP00000242152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.714	0.715
PTPRD	MAP2K5	1853352	1842333	ENSP00000348812	ENSP00000178640	0.000	0.000	0.000	0.000	0.000	0.283	0.000	0.394	0.547
CRHR2	GHRH	1852388	1843462	ENSP00000340943	ENSP00000237527	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.303	0.927
HTR1B	GRM3	1855143	1854350	ENSP00000358963	ENSP00000355316	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.169	0.913
HTR2A	TACR2	1856916	1855880	ENSP00000367959	ENSP00000362403	0.000	0.000	0.000	0.640	0.000	0.000	0.900	0.136	0.903
GRP	GNRH2	1844471	1843789	ENSP00000256857	ENSP00000245983	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.101	0.906
GRM4	GALR1	1856056	1848096	ENSP00000363296	ENSP00000299727	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.109	0.907
PIK3CG	NOS3	1853801	1847875	ENSP00000352121	ENSP00000297494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.447	0.447
CDH2	NANOG	1846066	1843195	ENSP00000269141	ENSP00000229307	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.939	0.939
SLC1A1	SLC6A2	1845121	1842772	ENSP00000262352	ENSP00000219833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.495	0.495
DLG3	GRIA1	1856101	1846982	ENSP00000363480	ENSP00000285900	0.000	0.000	0.000	0.000	0.000	0.000	0.360	0.771	0.847
BDNF	HTR7	1861075	1852055	ENSP00000414303	ENSP00000337949	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.583	0.583
OPRM1	PENK	1859815	1850625	ENSP00000394624	ENSP00000324248	0.000	0.000	0.000	0.000	0.000	0.498	0.900	0.508	0.973
BDNF	CNTF	1861075	1854361	ENSP00000414303	ENSP00000355370	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.824	0.824
CNR1	DRD2	1855040	1854237	ENSP00000358511	ENSP00000354859	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.597	0.958
