#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
ETS2	EGFR	1853968	1846445	ENSP00000353344	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.838	0.838
PRL	OXT	1848376	1842661	ENSP00000302150	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.700
BACE1	SORL1	1850057	1844763	ENSP00000318585	ENSP00000260197	0.000	0.000	0.000	0.000	0.000	0.099	0.000	0.921	0.926
NTF3	PLCG1	1860000	1843693	ENSP00000397297	ENSP00000244007	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.216	0.918
RGS7	SST	1854398	1847077	ENSP00000355523	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.129	0.909
CDKN2A	ETS2	1859838	1853968	ENSP00000394932	ENSP00000353344	0.000	0.000	0.000	0.000	0.000	0.074	0.900	0.317	0.931
NOS3	KIT	1847875	1847112	ENSP00000297494	ENSP00000288135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.515	0.515
GJA1	ESR1	1846806	1842435	ENSP00000282561	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.499
OPRM1	TAC1	1859815	1850311	ENSP00000394624	ENSP00000321106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
CSF2	OSM	1847803	1842507	ENSP00000296871	ENSP00000215781	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.499
KRAS	RTN4R	1844404	1842213	ENSP00000256078	ENSP00000043402	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.402	0.469
POMC	DRD4	1845600	1842327	ENSP00000264708	ENSP00000176183	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.349	0.932
SSTR5	C5	1847454	1842988	ENSP00000293897	ENSP00000223642	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PLCD1	PLCG1	1861836	1843693	ENSP00000430344	ENSP00000244007	0.000	0.000	0.000	0.700	0.000	0.000	0.900	0.748	0.922
NRAS	PDE11A	1855051	1846991	ENSP00000358548	ENSP00000286063	0.000	0.000	0.000	0.000	0.000	0.194	0.000	0.360	0.462
NTSR1	EDN3	1855276	1851964	ENSP00000359532	ENSP00000337128	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRNP	TP53	1857030	1846083	ENSP00000368752	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.855	0.855
PIK3CG	TSC2	1853801	1842755	ENSP00000352121	ENSP00000219476	0.000	0.000	0.000	0.000	0.000	0.102	0.000	0.600	0.625
PMCH	RGS2	1851448	1843426	ENSP00000332225	ENSP00000235382	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ERCC2	TP53	1857962	1846083	ENSP00000375809	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.807	0.000	0.926	0.985
GATA1	TSPO	1856538	1851096	ENSP00000365858	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.510	0.510
GATA1	TIMP1	1856538	1842705	ENSP00000365858	ENSP00000218388	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.844	0.844
TRHR	SST	1849230	1847077	ENSP00000309818	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.536	0.536
OXTR	ESR1	1850627	1842435	ENSP00000324270	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.657	0.657
VIP	SST	1854549	1847077	ENSP00000356213	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.876	0.876
CSF2	IL6	1847803	1844631	ENSP00000296871	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.961	0.961
TSPO	APP	1851096	1846936	ENSP00000328973	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.562	0.562
TP53	VIPR2	1846083	1845082	ENSP00000269305	ENSP00000262178	0.000	0.000	0.000	0.000	0.000	0.491	0.000	0.071	0.506
PYY	IL8	1853954	1848852	ENSP00000353198	ENSP00000306512	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CSF2	FLT3	1847803	1843598	ENSP00000296871	ENSP00000241453	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.757	0.757
TLR9	IL6	1854047	1844631	ENSP00000353874	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.923	0.923
POMC	OXT	1845600	1842661	ENSP00000264708	ENSP00000217386	0.000	0.000	0.000	0.000	0.080	0.000	0.000	0.871	0.876
EPHA1	NRP1	1846459	1845737	ENSP00000275815	ENSP00000265371	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.486	0.486
TSPO	VIPR1	1851096	1850905	ENSP00000328973	ENSP00000327246	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.420
ERG	SLC6A3	1858668	1846148	ENSP00000381891	ENSP00000270349	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.725	0.725
VEGFA	NES	1855611	1854764	ENSP00000361125	ENSP00000357206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.499
GATA1	IL6	1856538	1844631	ENSP00000365858	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
BDNF	SYN1	1861075	1847658	ENSP00000414303	ENSP00000295987	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.941	0.941
BDNF	CAT	1861075	1843587	ENSP00000414303	ENSP00000241052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.409	0.408
POMC	SLC6A4	1845600	1844969	ENSP00000264708	ENSP00000261707	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.507	0.507
ADAM10	TIMP1	1844789	1842705	ENSP00000260408	ENSP00000218388	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.591	0.591
TAC1	APP	1850311	1846936	ENSP00000321106	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.171	0.913
GATA1	CSF2	1856538	1847803	ENSP00000365858	ENSP00000296871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.471	0.471
CDKN2A	KRAS	1859838	1844404	ENSP00000394932	ENSP00000256078	0.000	0.000	0.000	0.000	0.000	0.086	0.000	0.818	0.826
NRAS	RUNX1	1855051	1848173	ENSP00000358548	ENSP00000300305	0.000	0.000	0.000	0.000	0.000	0.287	0.000	0.584	0.690
NRG2	PSEN1	1854251	1850825	ENSP00000354910	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.071	0.903
BDNF	VEGFA	1861075	1855611	ENSP00000414303	ENSP00000361125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.564	0.564
GSTP1	ESR1	1858630	1842435	ENSP00000381607	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.517	0.517
TNF	ADAM17	1860103	1849242	ENSP00000398698	ENSP00000309968	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.713	0.873
PMCH	APP	1851448	1846936	ENSP00000332225	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
VEGFA	CLU	1855611	1849761	ENSP00000361125	ENSP00000315130	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.309	0.927
NGF	IL6	1855044	1844631	ENSP00000358525	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
GATA1	MPL	1856538	1855686	ENSP00000365858	ENSP00000361548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.921	0.922
TSPO	TAC1	1851096	1850311	ENSP00000328973	ENSP00000321106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
OPRM1	PLD2	1859815	1845281	ENSP00000394624	ENSP00000263088	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.092	0.598
NRG1	ADAM17	1853417	1849242	ENSP00000349275	ENSP00000309968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.469	0.469
CLU	CP	1849761	1845575	ENSP00000315130	ENSP00000264613	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.508	0.508
PTPN11	NOS3	1852389	1847875	ENSP00000340944	ENSP00000297494	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.877	0.987
RCAN1	BACE1	1850280	1850057	ENSP00000320768	ENSP00000318585	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.824	0.824
TRH	NTS	1848532	1844400	ENSP00000303452	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.726	0.971
TNF	OSM	1860103	1842507	ENSP00000398698	ENSP00000215781	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
TSPO	NTS	1851096	1844400	ENSP00000328973	ENSP00000256010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
EPHA1	KRAS	1846459	1844404	ENSP00000275815	ENSP00000256078	0.000	0.000	0.000	0.000	0.000	0.113	0.000	0.466	0.507
NTRK1	TAC1	1861874	1850311	ENSP00000431418	ENSP00000321106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.535	0.535
NTSR1	NTRK3	1855276	1854089	ENSP00000359532	ENSP00000354207	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.608	0.608
VEGFA	CAT	1855611	1843587	ENSP00000361125	ENSP00000241052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.417	0.416
PSEN2	BACE1	1854447	1850057	ENSP00000355747	ENSP00000318585	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.723	0.723
NTRK1	PLCG2	1861874	1853836	ENSP00000431418	ENSP00000352336	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
RCAN1	KCNE2	1850280	1847221	ENSP00000320768	ENSP00000290310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.476	0.476
OXTR	POMC	1850627	1845600	ENSP00000324270	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.514	0.514
TLR9	TSPO	1854047	1851096	ENSP00000353874	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.659	0.659
TSPO	IL1A	1851096	1845334	ENSP00000328973	ENSP00000263339	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.471	0.471
BDNF	NES	1861075	1854764	ENSP00000414303	ENSP00000357206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.647	0.647
NES	SLC1A3	1854764	1845695	ENSP00000357206	ENSP00000265113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.625	0.625
CD2AP	CBL	1853822	1845465	ENSP00000352264	ENSP00000264033	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.500	0.999
SSTR2	OPRK1	1853555	1845773	ENSP00000350198	ENSP00000265572	0.000	0.000	0.000	0.870	0.000	0.000	0.900	0.200	0.902
OXTR	SST	1850627	1847077	ENSP00000324270	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.414	0.414
OXT	ESR1	1842661	1842435	ENSP00000217386	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.938	0.938
OLIG2	TP53	1851303	1846083	ENSP00000331040	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
MPL	CSF2	1855686	1847803	ENSP00000361548	ENSP00000296871	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.565	0.909
SHMT2	BHMT	1851612	1846377	ENSP00000333667	ENSP00000274353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.602	0.602
TSPO	POMC	1851096	1845600	ENSP00000328973	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.660
RET	CCDC6	1853238	1845288	ENSP00000347942	ENSP00000263102	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.659	0.928
PNMT	OXT	1846103	1842661	ENSP00000269582	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
TRH	SLC16A2	1848532	1846466	ENSP00000303452	ENSP00000276033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.418	0.418
SOD2	SOD1	1854504	1846132	ENSP00000356022	ENSP00000270142	0.000	0.000	0.000	0.000	0.227	0.981	0.900	0.805	0.999
CDKN2A	PAX5	1859838	1853636	ENSP00000394932	ENSP00000350844	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
SHBG	ESR1	1857224	1842435	ENSP00000369816	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.726	0.726
NKX2-5	SP4	1850957	1842930	ENSP00000327758	ENSP00000222584	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.473	0.473
P2RX7	HLA-A	1862216	1856558	ENSP00000442349	ENSP00000366005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.401	0.401
SSTR2	NPY5R	1853555	1852206	ENSP00000350198	ENSP00000339377	0.000	0.000	0.000	0.643	0.000	0.000	0.900	0.000	0.900
C5	PDYN	1842988	1842657	ENSP00000223642	ENSP00000217305	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PDE10A	NRAS	1862089	1855051	ENSP00000438284	ENSP00000358548	0.000	0.000	0.000	0.000	0.000	0.194	0.000	0.365	0.466
ADAM17	APP	1849242	1846936	ENSP00000309968	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.583	0.815
PTPRD	RET	1853352	1853238	ENSP00000348812	ENSP00000347942	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.453	0.472
ADAM17	IL6	1849242	1844631	ENSP00000309968	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.471	0.471
PYY	SST	1853954	1847077	ENSP00000353198	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.634	0.961
SLC26A4	GJB6	1845790	1843588	ENSP00000265715	ENSP00000241124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.582	0.582
SLC6A5	SLC1A1	1861968	1845121	ENSP00000434364	ENSP00000262352	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.502	0.502
VEGFA	NTRK2	1855611	1846523	ENSP00000361125	ENSP00000277120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.862	0.862
NTSR2	TACR1	1848558	1848544	ENSP00000303686	ENSP00000303522	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.905
CCDC6	NR3C1	1845288	1843294	ENSP00000263102	ENSP00000231509	0.000	0.000	0.000	0.000	0.000	0.538	0.000	0.000	0.538
SLC1A1	SLC6A11	1845121	1844298	ENSP00000262352	ENSP00000254488	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.524	0.524
BDNF	NTF4	1861075	1848289	ENSP00000414303	ENSP00000301411	0.000	0.000	0.000	0.897	0.000	0.968	0.000	0.903	0.971
VIPR1	KRAS	1850905	1844404	ENSP00000327246	ENSP00000256078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
MTHFD1	MTHFR	1862707	1856524	ENSP00000450560	ENSP00000365775	0.608	0.000	0.000	0.000	0.000	0.000	0.900	0.914	0.996
PSEN1	CLU	1850825	1849761	ENSP00000326366	ENSP00000315130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.470	0.470
BDNF	NTSR1	1861075	1855276	ENSP00000414303	ENSP00000359532	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.418
SHBG	POMC	1857224	1845600	ENSP00000369816	ENSP00000264708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.720	0.720
NGF	TSPO	1855044	1851096	ENSP00000358525	ENSP00000328973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.513	0.513
TRH	PREB	1848532	1844807	ENSP00000303452	ENSP00000260643	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.825	0.825
APP	IDE	1846936	1845837	ENSP00000284981	ENSP00000265986	0.000	0.000	0.000	0.000	0.000	0.955	0.000	0.613	0.982
TACR2	NTSR1	1855880	1855276	ENSP00000362403	ENSP00000359532	0.000	0.000	0.000	0.651	0.000	0.000	0.900	0.107	0.902
SLC6A2	DRD4	1842772	1842327	ENSP00000219833	ENSP00000176183	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.510	0.540
KCNE2	KCNJ6	1847221	1847122	ENSP00000290310	ENSP00000288309	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.403	0.403
TP53	IL1B	1846083	1845335	ENSP00000269305	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.459
TAC1	TAC3	1850311	1848140	ENSP00000321106	ENSP00000300108	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.870	0.986
PRKCA	PICK1	1860737	1853444	ENSP00000408695	ENSP00000349465	0.000	0.000	0.000	0.000	0.000	0.818	0.000	0.856	0.972
TNF	ESR1	1860103	1842435	ENSP00000398698	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.509
ABCA7	CD33	1845284	1845100	ENSP00000263094	ENSP00000262262	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.562	0.562
VIP	CR1	1854549	1854503	ENSP00000356213	ENSP00000356016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.804	0.804
NKX2-5	KIT	1850957	1847112	ENSP00000327758	ENSP00000288135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.593	0.593
PDE9A	RTN4R	1847290	1842213	ENSP00000291539	ENSP00000043402	0.000	0.000	0.000	0.000	0.000	0.203	0.000	0.412	0.511
SLC18A1	SLC6A3	1846488	1846148	ENSP00000276373	ENSP00000270349	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.471	0.500
PICALM	BIN1	1858092	1849903	ENSP00000377015	ENSP00000316779	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.720	0.970
PRLR	IFNG	1857467	1843180	ENSP00000371432	ENSP00000229135	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.176	0.828
PMCH	C5	1851448	1842988	ENSP00000332225	ENSP00000223642	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.085	0.904
APOE	TTR	1844127	1843448	ENSP00000252486	ENSP00000237014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.583	0.583
DSCAM	PRODH	1858826	1853463	ENSP00000383303	ENSP00000349577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.490	0.489
SSTR3	OPRD1	1851219	1843415	ENSP00000330138	ENSP00000234961	0.000	0.000	0.000	0.847	0.000	0.000	0.900	0.000	0.900
SYNJ2	PLCG1	1853216	1843693	ENSP00000347792	ENSP00000244007	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.071	0.903
TPH2	DRD4	1851106	1842327	ENSP00000329093	ENSP00000176183	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.483	0.483
SET	TP53	1855735	1846083	ENSP00000361777	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.183	0.638
BDNF	OXT	1861075	1842661	ENSP00000414303	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
SYNJ1	SYN1	1860805	1847658	ENSP00000409667	ENSP00000295987	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.439
CD2AP	EGFR	1853822	1846445	ENSP00000352264	ENSP00000275493	0.000	0.000	0.000	0.000	0.000	0.570	0.000	0.302	0.687
IL8	TP53	1848852	1846083	ENSP00000306512	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.645	0.645
JAK2	PLCG2	1857411	1853836	ENSP00000371067	ENSP00000352336	0.000	0.000	0.000	0.000	0.000	0.569	0.000	0.129	0.608
BDNF	NR4A2	1861075	1852822	ENSP00000414303	ENSP00000344479	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.508	0.508
IL10	CRLF2	1860958	1857399	ENSP00000412237	ENSP00000370979	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
