#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
GRIP1	GRIN1	1858557	1855505	ENSP00000381098	ENSP00000360608	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.416	0.416
MTRR	TCN2	1845590	1842513	ENSP00000264668	ENSP00000215838	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.725	0.725
NF1	PDE4D	1853658	1852945	ENSP00000351015	ENSP00000345502	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.380	0.719
PRKAR1A	OMG	1853711	1843866	ENSP00000351410	ENSP00000247271	0.000	0.000	0.000	0.000	0.000	0.282	0.000	0.683	0.763
CASK	EPHA1	1856826	1846459	ENSP00000367408	ENSP00000275815	0.462	0.000	0.000	0.611	0.116	0.077	0.000	0.210	0.555
CNTNAP2	ASTN2	1854217	1854134	ENSP00000354778	ENSP00000354504	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
DLG3	GRIN3A	1856101	1854310	ENSP00000363480	ENSP00000355155	0.000	0.000	0.000	0.000	0.000	0.000	0.360	0.649	0.766
ZMYND11	SMARCA4	1857404	1853627	ENSP00000371003	ENSP00000350720	0.000	0.000	0.000	0.000	0.000	0.574	0.000	0.158	0.625
GRIN3A	ATN1	1854310	1853388	ENSP00000355155	ENSP00000349076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.597	0.597
COMT	MAOA	1854135	1852356	ENSP00000354511	ENSP00000340684	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.824	0.981
FBLN2	FBN1	1858906	1850745	ENSP00000384169	ENSP00000325527	0.000	0.000	0.000	0.642	0.000	0.812	0.000	0.924	0.874
PHF8	WNK3	1853618	1853080	ENSP00000350676	ENSP00000346667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.688	0.688
MDM2	CAMK2A	1861282	1858598	ENSP00000417281	ENSP00000381412	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.220	0.918
JAK2	IKZF1	1857411	1851367	ENSP00000371067	ENSP00000331614	0.000	0.000	0.000	0.000	0.065	0.080	0.000	0.508	0.540
SOS1	PAK2	1858968	1849679	ENSP00000384675	ENSP00000314067	0.000	0.000	0.000	0.000	0.000	0.228	0.900	0.653	0.970
DPP10	KCNE2	1858074	1847221	ENSP00000376855	ENSP00000290310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.401	0.401
BMPR2	BMP15	1856145	1844151	ENSP00000363708	ENSP00000252677	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.595	0.595
DLG2	DMD	1856435	1854257	ENSP00000365272	ENSP00000354923	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.461
KDM5C	MAOA	1856290	1852356	ENSP00000364550	ENSP00000340684	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.482	0.482
SERPINA1	HNF1A	1853254	1844515	ENSP00000348068	ENSP00000257555	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.406
UBE3A	NPAP1	1858549	1851620	ENSP00000381045	ENSP00000333735	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.499	0.499
HNRNPU	EIF4A3	1846836	1846086	ENSP00000283179	ENSP00000269349	0.000	0.000	0.000	0.000	0.000	0.837	0.000	0.159	0.857
ATN1	PLP1	1853388	1848707	ENSP00000349076	ENSP00000305152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.457
HDAC9	FLT3	1860731	1843598	ENSP00000408617	ENSP00000241453	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.469	0.469
PSEN1	SORL1	1850825	1844763	ENSP00000326366	ENSP00000260197	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.580	0.580
RIPK4	ZNF295	1851475	1849108	ENSP00000332454	ENSP00000308759	0.000	0.000	0.000	0.000	0.093	0.159	0.000	0.287	0.409
ERBB4	KRAS	1852571	1844404	ENSP00000342235	ENSP00000256078	0.000	0.000	0.000	0.000	0.000	0.590	0.000	0.784	0.908
GSTM1	TP53	1849425	1846083	ENSP00000311469	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.649	0.649
PARK2	DLG1	1854466	1852968	ENSP00000355865	ENSP00000345731	0.000	0.000	0.000	0.000	0.000	0.721	0.000	0.253	0.783
PICALM	EPHA1	1858092	1846459	ENSP00000377015	ENSP00000275815	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.503	0.503
VIP	RAF1	1854549	1844086	ENSP00000356213	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.832	0.832
PARK2	DLX2	1854466	1843390	ENSP00000355865	ENSP00000234198	0.000	0.000	0.000	0.000	0.000	0.530	0.000	0.000	0.530
EHMT1	HDAC4	1861338	1845573	ENSP00000417980	ENSP00000264606	0.063	0.000	0.000	0.000	0.000	0.363	0.000	0.506	0.679
LARGE	FKTN	1853127	1842986	ENSP00000347088	ENSP00000223528	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611	0.611
GATA4	ESR1	1851726	1842435	ENSP00000334458	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.457	0.457
LARGE	POMT2	1853127	1844934	ENSP00000347088	ENSP00000261534	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.714	0.714
UBE3A	ESR2	1858549	1852756	ENSP00000381045	ENSP00000343925	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.160	0.628
GRM7	GRM1	1853578	1846816	ENSP00000350348	ENSP00000282753	0.000	0.000	0.000	0.902	0.000	0.000	0.900	0.886	0.908
TNF	IL1A	1860103	1845334	ENSP00000398698	ENSP00000263339	0.000	0.000	0.000	0.000	0.259	0.000	0.000	0.658	0.735
COL2A1	FBN1	1857237	1850745	ENSP00000369889	ENSP00000325527	0.000	0.000	0.000	0.000	0.113	0.000	0.000	0.370	0.417
RAC1	IL6	1853302	1844631	ENSP00000348461	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
CUL4B	CDK1	1858900	1858283	ENSP00000384109	ENSP00000378699	0.000	0.000	0.000	0.000	0.072	0.108	0.000	0.610	0.649
PTEN	CREBBP	1855586	1845124	ENSP00000361021	ENSP00000262367	0.000	0.000	0.000	0.000	0.000	0.082	0.000	0.422	0.446
ESR2	TP53	1852756	1846083	ENSP00000343925	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.580	0.580
T	EN1	1847809	1847549	ENSP00000296946	ENSP00000295206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.496	0.495
MDM4	HRAS	1854537	1849235	ENSP00000356150	ENSP00000309845	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.865	0.865
CYP17A1	GDF9	1855129	1847804	ENSP00000358903	ENSP00000296875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.912	0.912
TP53	FLT3	1846083	1843598	ENSP00000269305	ENSP00000241453	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.631	0.631
PAH	CACNA1A	1862478	1853970	ENSP00000448059	ENSP00000353362	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
PTEN	RAF1	1855586	1844086	ENSP00000361021	ENSP00000251849	0.000	0.000	0.000	0.000	0.113	0.000	0.000	0.603	0.633
PTK2	BIN1	1852426	1849903	ENSP00000341189	ENSP00000316779	0.000	0.000	0.000	0.000	0.000	0.567	0.000	0.141	0.612
GRIP1	AR	1858557	1856164	ENSP00000381098	ENSP00000363822	0.000	0.000	0.000	0.000	0.000	0.590	0.000	0.391	0.740
ERCC2	AR	1857962	1856164	ENSP00000375809	ENSP00000363822	0.000	0.000	0.000	0.000	0.000	0.575	0.000	0.197	0.644
CAMK2A	BRAF	1858598	1847131	ENSP00000381412	ENSP00000288602	0.000	0.000	0.000	0.625	0.000	0.000	0.900	0.000	0.900
RUNX1	CD33	1848173	1845100	ENSP00000300305	ENSP00000262262	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.568
HDAC9	SMAD4	1860731	1852473	ENSP00000408617	ENSP00000341551	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
UBE3A	TP53	1858549	1846083	ENSP00000381045	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.999	0.000	0.700	0.999
EN1	SLC6A3	1847549	1846148	ENSP00000295206	ENSP00000270349	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.506	0.506
CYP17A1	GSTM1	1855129	1849425	ENSP00000358903	ENSP00000311469	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.480	0.480
GATA1	TP53	1856538	1846083	ENSP00000365858	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.529	0.530
KAT6B	TBX4	1847060	1843562	ENSP00000287239	ENSP00000240335	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.517	0.517
RAC1	PTPN11	1853302	1852389	ENSP00000348461	ENSP00000340944	0.000	0.000	0.000	0.000	0.000	0.079	0.000	0.581	0.598
DRD2	COMT	1854237	1854135	ENSP00000354859	ENSP00000354511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.816	0.816
ABCA7	APOE	1845284	1844127	ENSP00000263094	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.563
DMD	QDPR	1854257	1846716	ENSP00000354923	ENSP00000281243	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.529	0.529
SMARCA4	KAT6B	1853627	1847060	ENSP00000350720	ENSP00000287239	0.000	0.000	0.000	0.000	0.067	0.437	0.000	0.568	0.753
EHMT1	DNMT3B	1861338	1851052	ENSP00000417980	ENSP00000328547	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.442	0.442
ARID1A	KRAS	1850249	1844404	ENSP00000320485	ENSP00000256078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.440	0.440
RAC1	OPHN1	1853302	1853200	ENSP00000348461	ENSP00000347710	0.000	0.000	0.000	0.000	0.000	0.825	0.000	0.326	0.877
GSTP1	CYP2C9	1858630	1844814	ENSP00000381607	ENSP00000260682	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.473	0.945
CDK1	TSC1	1858283	1847972	ENSP00000378699	ENSP00000298552	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.911	0.982
RIPK4	PIK3C3	1851475	1845047	ENSP00000332454	ENSP00000262039	0.000	0.000	0.000	0.000	0.000	0.249	0.000	0.304	0.454
TNF	SLC1A3	1860103	1845695	ENSP00000398698	ENSP00000265113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.469	0.469
AR	GHR	1856164	1843268	ENSP00000363822	ENSP00000230882	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.414	0.414
ARID1B	ARID1A	1852829	1850249	ENSP00000344546	ENSP00000320485	0.000	0.000	0.000	0.922	0.000	0.989	0.900	0.725	0.998
SMARCA4	ARID1A	1853627	1850249	ENSP00000350720	ENSP00000320485	0.000	0.000	0.000	0.000	0.072	0.999	0.900	0.934	0.999
COL2A1	HRAS	1857237	1849235	ENSP00000369889	ENSP00000309845	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.542
TH	SST	1857346	1847077	ENSP00000370571	ENSP00000287641	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.725	0.725
CDKL5	FOXG1	1857127	1852163	ENSP00000369325	ENSP00000339004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.624	0.624
CUL4B	AR	1858900	1856164	ENSP00000384109	ENSP00000363822	0.000	0.000	0.000	0.000	0.000	0.569	0.000	0.178	0.630
BDNF	APP	1861075	1846936	ENSP00000414303	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.398	0.405
CASK	RAB3A	1856826	1842898	ENSP00000367408	ENSP00000222256	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.208	0.650
HTT	CTNNB1	1853139	1852818	ENSP00000347184	ENSP00000344456	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.186	0.746
PITX2	HNRNPU	1848608	1846836	ENSP00000304169	ENSP00000283179	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.092	0.589
GRIN1	DLG1	1855505	1852968	ENSP00000360608	ENSP00000345731	0.000	0.000	0.000	0.000	0.000	0.272	0.000	0.804	0.851
CEP290	NDE1	1862471	1852988	ENSP00000448012	ENSP00000345892	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PARD3	SMAD4	1856180	1852473	ENSP00000363921	ENSP00000341551	0.000	0.000	0.000	0.000	0.000	0.551	0.000	0.054	0.557
BACE1	APP	1850057	1846936	ENSP00000318585	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.915	0.900	0.793	0.998
MTHFR	MTR	1856524	1854401	ENSP00000365775	ENSP00000355536	0.608	0.000	0.000	0.000	0.667	0.000	0.900	0.860	0.997
DNM1	MAP2K2	1855784	1845250	ENSP00000362014	ENSP00000262948	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.066	0.902
CASK	CNTNAP2	1856826	1854217	ENSP00000367408	ENSP00000354778	0.000	0.000	0.000	0.000	0.000	0.567	0.000	0.167	0.624
DLG1	ERBB4	1852968	1852571	ENSP00000345731	ENSP00000342235	0.000	0.000	0.000	0.000	0.000	0.809	0.000	0.493	0.899
CYP19A1	GHR	1844790	1843268	ENSP00000260433	ENSP00000230882	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
FOXP2	MCPH1	1859126	1852639	ENSP00000386200	ENSP00000342924	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.554	0.554
SOS1	JAK2	1858968	1857411	ENSP00000384675	ENSP00000371067	0.000	0.000	0.000	0.000	0.000	0.102	0.900	0.399	0.941
PICALM	PSEN1	1858092	1850825	ENSP00000377015	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.501	0.501
ERBB4	HRAS	1852571	1849235	ENSP00000342235	ENSP00000309845	0.000	0.000	0.000	0.000	0.000	0.590	0.000	0.785	0.908
AR	CREBBP	1856164	1845124	ENSP00000363822	ENSP00000262367	0.000	0.000	0.000	0.000	0.000	0.982	0.900	0.649	0.999
TP53	GHR	1846083	1843268	ENSP00000269305	ENSP00000230882	0.000	0.000	0.000	0.000	0.000	0.491	0.000	0.325	0.641
GRIN1	NF1	1855505	1853658	ENSP00000360608	ENSP00000351015	0.000	0.000	0.000	0.000	0.000	0.475	0.000	0.072	0.492
FXN	ATXN1	1856650	1843741	ENSP00000366482	ENSP00000244769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
DLG2	NLGN2	1856435	1848719	ENSP00000365272	ENSP00000305288	0.000	0.000	0.000	0.000	0.000	0.574	0.000	0.287	0.683
OPHN1	FTSJ1	1853200	1850882	ENSP00000347710	ENSP00000326948	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.454	0.454
GATA1	FLT3	1856538	1843598	ENSP00000365858	ENSP00000241453	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.629	0.642
ATRX	NIPBL	1855886	1846802	ENSP00000362441	ENSP00000282516	0.000	0.000	0.000	0.000	0.115	0.000	0.000	0.358	0.408
TNF	RAC1	1860103	1853302	ENSP00000398698	ENSP00000348461	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.666	0.666
PTEN	IL6	1855586	1844631	ENSP00000361021	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.516	0.516
MS4A6A	APOE	1849824	1844127	ENSP00000315878	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
VIP	TSHR	1854549	1847934	ENSP00000356213	ENSP00000298171	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.191	0.915
GRM7	GRIA3	1853578	1845529	ENSP00000350348	ENSP00000264357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.404	0.404
PRODH	NRG1	1853463	1853417	ENSP00000349577	ENSP00000349275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.480	0.480
GSTP1	KRAS	1858630	1844404	ENSP00000381607	ENSP00000256078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.457
SOS1	RAC1	1858968	1853302	ENSP00000384675	ENSP00000348461	0.000	0.000	0.000	0.000	0.000	0.207	0.900	0.576	0.963
MAPT	BACE1	1852372	1850057	ENSP00000340820	ENSP00000318585	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.595	0.595
UBR1	HUWE1	1847248	1845226	ENSP00000290650	ENSP00000262854	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.131	0.444
STX1A	RAB40AL	1842945	1842699	ENSP00000222812	ENSP00000218249	0.000	0.000	0.000	0.000	0.000	0.205	0.000	0.555	0.631
MLL	MAX	1862045	1853721	ENSP00000436786	ENSP00000351490	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.071	0.903
SST	APP	1847077	1846936	ENSP00000287641	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.270	0.923
TGFBR1	POU3F3	1856216	1854277	ENSP00000364133	ENSP00000355001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611	0.611
PTK2	PAK2	1852426	1849679	ENSP00000341189	ENSP00000314067	0.000	0.000	0.000	0.630	0.000	0.000	0.900	0.278	0.909
CDK1	SMC1A	1858283	1850543	ENSP00000378699	ENSP00000323421	0.000	0.000	0.000	0.000	0.000	0.213	0.000	0.369	0.482
PRKAR1A	HRAS	1853711	1849235	ENSP00000351410	ENSP00000309845	0.000	0.000	0.000	0.000	0.000	0.233	0.000	0.478	0.582
ERCC2	TP53	1857962	1846083	ENSP00000375809	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.807	0.000	0.926	0.985
CASK	PARK2	1856826	1854466	ENSP00000367408	ENSP00000355865	0.000	0.000	0.000	0.000	0.000	0.803	0.000	0.198	0.835
KRAS	OMG	1844404	1843866	ENSP00000256078	ENSP00000247271	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.379	0.448
FMR1	FXR2	1855265	1843993	ENSP00000359506	ENSP00000250113	0.000	0.000	0.000	0.923	0.000	0.566	0.000	0.627	0.586
ATRX	HDAC4	1855886	1845573	ENSP00000362441	ENSP00000264606	0.000	0.000	0.000	0.000	0.000	0.629	0.000	0.171	0.679
TP53	ESR1	1846083	1842435	ENSP00000269305	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.856	0.971
GABRG3	GABRG1	1851410	1847575	ENSP00000331912	ENSP00000295452	0.000	0.000	0.000	0.975	0.000	0.000	0.540	0.625	0.547
PTPN11	IL6	1852389	1844631	ENSP00000340944	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.921	0.991
PSEN1	APP	1850825	1846936	ENSP00000326366	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.965	0.900	0.994	0.999
STXBP1	CDK5R1	1855878	1850055	ENSP00000362399	ENSP00000318486	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.234	0.661
SMARCA4	SMARCB1	1853627	1845291	ENSP00000350720	ENSP00000263121	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.988	0.999
NSD1	KCNE1	1859900	1851977	ENSP00000395929	ENSP00000337255	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.450
CADPS2	DPP6	1860079	1856752	ENSP00000398481	ENSP00000367001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.400	0.400
MTHFR	BHMT	1856524	1846377	ENSP00000365775	ENSP00000274353	0.462	0.000	0.000	0.000	0.288	0.000	0.000	0.848	0.937
BDNF	SLC1A3	1861075	1845695	ENSP00000414303	ENSP00000265113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
OBSL1	TP53	1859055	1846083	ENSP00000385636	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.394	0.000	0.075	0.416
PAH	DHFR	1862478	1859928	ENSP00000448059	ENSP00000396308	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.496	0.496
WRN	XRCC1	1847932	1845233	ENSP00000298139	ENSP00000262887	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.701	0.701
CRLF2	IFNG	1857399	1843180	ENSP00000370979	ENSP00000229135	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.163	0.825
SST	DRD4	1847077	1842327	ENSP00000287641	ENSP00000176183	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.206	0.917
ABCD3	ACSL4	1855197	1852250	ENSP00000359233	ENSP00000339787	0.000	0.000	0.000	0.000	0.070	0.297	0.000	0.410	0.580
SST	TP53	1847077	1846083	ENSP00000287641	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.537	0.537
GCH1	SPR	1858303	1843403	ENSP00000378890	ENSP00000234454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.827	0.827
TNF	FOXP1	1860103	1850093	ENSP00000398698	ENSP00000318902	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.525	0.525
SHANK3	IL1RAPL1	1862225	1848710	ENSP00000442518	ENSP00000305200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
NDN	GABRB3	1851495	1848038	ENSP00000332643	ENSP00000299267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.459
MEF2C	GATA4	1852378	1851726	ENSP00000340874	ENSP00000334458	0.000	0.000	0.000	0.000	0.000	0.623	0.900	0.974	0.998
CC2D1A	CRBN	1849638	1843306	ENSP00000313601	ENSP00000231948	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.720	0.720
MFAP4	SHMT2	1858308	1851612	ENSP00000378957	ENSP00000333667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.512	0.512
SOS1	MAP2K1	1858968	1848411	ENSP00000384675	ENSP00000302486	0.000	0.000	0.000	0.000	0.000	0.078	0.900	0.637	0.963
IKZF1	SLC6A7	1851367	1843263	ENSP00000331614	ENSP00000230671	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.436	0.437
PDE4D	LRRTM2	1852945	1846407	ENSP00000345502	ENSP00000274711	0.000	0.000	0.000	0.000	0.000	0.203	0.000	0.412	0.511
DYRK1A	TFDP1	1858672	1856285	ENSP00000381932	ENSP00000364519	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PICALM	AP4B1	1858092	1844459	ENSP00000377015	ENSP00000256658	0.000	0.000	0.000	0.000	0.000	0.000	0.360	0.101	0.400
MDM4	KRAS	1854537	1844404	ENSP00000356150	ENSP00000256078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.850	0.850
GATA1	NKX2-5	1856538	1850957	ENSP00000365858	ENSP00000327758	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.975	0.975
HMGB1	SMARCE1	1852653	1850602	ENSP00000343040	ENSP00000323967	0.000	0.000	0.000	0.000	0.000	0.644	0.900	0.046	0.963
AR	ATRX	1856164	1855886	ENSP00000363822	ENSP00000362441	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.397	0.464
ARX	SLC16A2	1856972	1846466	ENSP00000368332	ENSP00000276033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.416	0.416
CHD8	SMARCA4	1858781	1853627	ENSP00000382863	ENSP00000350720	0.000	0.000	0.000	0.668	0.105	0.202	0.000	0.793	0.449
RGMA	BMPR2	1862790	1856145	ENSP00000452126	ENSP00000363708	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.195	0.916
GRIK4	GRIN3A	1860452	1854310	ENSP00000404063	ENSP00000355155	0.000	0.000	0.000	0.632	0.000	0.000	0.540	0.580	0.635
CYP2C9	ESR1	1844814	1842435	ENSP00000260682	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.863	0.863
CTNNB1	PITX2	1852818	1848608	ENSP00000344456	ENSP00000304169	0.000	0.000	0.000	0.000	0.000	0.971	0.900	0.465	0.998
CDK1	TFDP1	1858283	1856285	ENSP00000378699	ENSP00000364519	0.000	0.000	0.000	0.000	0.093	0.598	0.900	0.569	0.982
TGFBR1	TGFBR2	1856216	1853779	ENSP00000364133	ENSP00000351905	0.000	0.000	0.000	0.808	0.077	0.999	0.900	0.977	0.999
XPO1	CDK1	1858987	1858283	ENSP00000384863	ENSP00000378699	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.517	0.949
SOD2	TP53	1854504	1846083	ENSP00000356022	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.819	0.839
DMD	DTNBP1	1854257	1852490	ENSP00000354923	ENSP00000341680	0.000	0.000	0.000	0.000	0.000	0.098	0.000	0.737	0.753
